테이블명,컬럼명,한글명,설명,데이터타입,컬럼타입,NULL허용,키워드,카테고리,중요도,search_text
hidden_benefit,family_no,family_no,숨은보험금가족번호,bigint,bigint(20),예,"family_no, no, family",📋 일반,보통,"hidden_benefit family_no family_no 숨은보험금가족번호 family_no, no, family"
hidden_benefit,emdong_nm,emdong_nm,읍면동,varchar,varchar(20),예,"emdong, nm, emdong_nm",📋 일반,보통,"hidden_benefit emdong_nm emdong_nm 읍면동 emdong, nm, emdong_nm"
hidden_benefit,addr,addr,주소,varchar,varchar(255),예,addr,📋 일반,보통,hidden_benefit addr addr 주소 addr
hidden_benefit,sido_nm,sIDo_nm,시도,varchar,varchar(20),예,"아이디, sido, nm, sido_nm, 식별자",📋 일반,보통,"hidden_benefit sido_nm sido_nm 시도 아이디, sido, nm, sido_nm, 식별자"
hidden_benefit,telno,telno,전화번호,varchar,varchar(20),예,telno,📋 일반,보통,hidden_benefit telno telno 전화번호 telno
hidden_benefit,duplication_flag,duplication_flag,중복가능여부,bit,bit(1),아니오,"duplication, duplication_flag, flag",📋 일반,보통,"hidden_benefit duplication_flag duplication_flag 중복가능여부 duplication, duplication_flag, flag"
hidden_benefit,hospital_visit_reason,hospital_visit_reason,내원 사유,longtext,longtext,예,"hospital, visit, hospital_visit_reason, reason",📋 일반,보통,"hidden_benefit hospital_visit_reason hospital_visit_reason 내원 사유 hospital, visit, hospital_visit_reason, reason"
hidden_benefit,judgment_status,judgment_상태,"judgment_상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(32),예,"judgment_status, 상황, judgment, status, 상태",📊 상태,보통,"hidden_benefit judgment_status judgment_상태 judgment_상태 (char 타입, yyyymmdd 형식 - to_date() 필요) judgment_status, 상황, judgment, status, 상태"
hidden_benefit,prescription_status,prescription_상태,"prescription_상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(32),예,"상황, status, 상태, prescription_status, prescription",📊 상태,보통,"hidden_benefit prescription_status prescription_상태 prescription_상태 (char 타입, yyyymmdd 형식 - to_date() 필요) 상황, status, 상태, prescription_status, prescription"
hidden_benefit,prescription_organization,prescription_organization,"prescription_organization (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(500),예,"organization, prescription_organization, prescription",📋 일반,보통,"hidden_benefit prescription_organization prescription_organization prescription_organization (char 타입, yyyymmdd 형식 - to_date() 필요) organization, prescription_organization, prescription"
hidden_benefit,payment_status,payment_상태,지급여부,varchar,varchar(32),예,"상황, payment_status, payment, status, 상태",📊 상태,보통,"hidden_benefit payment_status payment_상태 지급여부 상황, payment_status, payment, status, 상태"
hidden_benefit,real_cost,real_cost,실제 의료비,bigint,bigint(20),아니오,"real_cost, real, cost",💰 금액,보통,"hidden_benefit real_cost real_cost 실제 의료비 real_cost, real, cost"
hidden_benefit,matching_actual_Loss_payment_detail_Id,matching_actual_Loss_payment_detail_ID,매칭된 지급상세 내역 id,bigint,bigint(20) unsigned,예,"actual, 아이디, loss, payment, detail, matching_actual_loss_payment_detail_id, matching, 식별자, id",🔑 식별자,높음,"hidden_benefit matching_actual_loss_payment_detail_id matching_actual_loss_payment_detail_id 매칭된 지급상세 내역 id actual, 아이디, loss, payment, detail, matching_actual_loss_payment_detail_id, matching, 식별자, id"
hidden_benefit,is_deductible_removed,is_deductible_removed,자부담금 제거 여부,bit,bit(1),아니오,"is_deductible_removed, removed, deductible, is",📋 일반,보통,"hidden_benefit is_deductible_removed is_deductible_removed 자부담금 제거 여부 is_deductible_removed, removed, deductible, is"
hidden_benefit,diagnosis_code_names,diagnosis_code_이름s,진단 코드 목록,varchar,varchar(300),예,"명칭, diagnosis_code_names, code, 이름, diagnosis, names, 번호, 코드",📝 명칭,높음,"hidden_benefit diagnosis_code_names diagnosis_code_이름s 진단 코드 목록 명칭, diagnosis_code_names, code, 이름, diagnosis, names, 번호, 코드"
hidden_benefit,deductible,deductible,자기부담금,bigint,bigint(20),예,deductible,📋 일반,보통,hidden_benefit deductible deductible 자기부담금 deductible
hidden_benefit,coverage_amount,coverage_금액,보험한도,bigint,bigint(20),예,"coverage_amount, coverage, 비용, 요금, 금액, amount",💰 금액,높음,"hidden_benefit coverage_amount coverage_금액 보험한도 coverage_amount, coverage, 비용, 요금, 금액, amount"
hidden_benefit,is_coverage_available,is_coverage_available,보험 보장 가능 여부,bit,bit(1),예,"is_coverage_available, coverage, available, is",📋 일반,보통,"hidden_benefit is_coverage_available is_coverage_available 보험 보장 가능 여부 is_coverage_available, coverage, available, is"
hidden_benefit,is_disclaimer,is_disclaimer,면책 여부,bit,bit(1),예,"is_disclaimer, disclaimer, is",📋 일반,보통,"hidden_benefit is_disclaimer is_disclaimer 면책 여부 is_disclaimer, disclaimer, is"
hidden_benefit,actualLoss_un_guaranteed_reason,actualLoss_un_guaranteed_reason,보험 보장 불가 사유,varchar,varchar(300),아니오,"actualloss, un, reason, actualloss_un_guaranteed_reason, guaranteed",📋 일반,보통,"hidden_benefit actualloss_un_guaranteed_reason actualloss_un_guaranteed_reason 보험 보장 불가 사유 actualloss, un, reason, actualloss_un_guaranteed_reason, guaranteed"
hidden_benefit,amount_returned_date,amount_returned_날짜,기지급 날짜,date,date,예,"일자, 비용, 금액, 요금, 날짜, returned, amount, date, amount_returned_date",📅 날짜,높음,"hidden_benefit amount_returned_date amount_returned_날짜 기지급 날짜 일자, 비용, 금액, 요금, 날짜, returned, amount, date, amount_returned_date"
hidden_benefit,medical_expenses_detail_history_id,medical_expenses_detail_history_ID,의료비 상세 내역 ID,bigint,bigint(20),예,"medical_expenses_detail_history_id, 아이디, detail, history, medical, 식별자, expenses, id",🔑 식별자,높음,"hidden_benefit medical_expenses_detail_history_id medical_expenses_detail_history_id 의료비 상세 내역 id medical_expenses_detail_history_id, 아이디, detail, history, medical, 식별자, expenses, id"
home_tax_insurance_contract,home_tax_insurance_contract_id,home_tax_insurance_contract_ID,home_tax_insurance_contract 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, insurance, id, home_tax_insurance_contract_id, 식별자, home, tax, contract",🔑 식별자,높음,"home_tax_insurance_contract home_tax_insurance_contract_id home_tax_insurance_contract_id home_tax_insurance_contract 테이블의 고유 식별자 (primary key) 아이디, insurance, id, home_tax_insurance_contract_id, 식별자, home, tax, contract"
home_tax_insurance_contract,user_id,사용자 ID,유저번호,bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"home_tax_insurance_contract user_id 사용자 id 유저번호 아이디, user_id, 식별자, id, user"
home_tax_insurance_contract,contract_person,contract_person,계약자,varchar,varchar(100),예,"person, contract_person, contract",📋 일반,보통,"home_tax_insurance_contract contract_person contract_person 계약자 person, contract_person, contract"
home_tax_insurance_contract,insured_type,insured_타입,종류,varchar,varchar(100),아니오,"type, 종류, 유형, insured_type, 타입, insured",📋 일반,보통,"home_tax_insurance_contract insured_type insured_타입 종류 type, 종류, 유형, insured_type, 타입, insured"
home_tax_insurance_contract,insured_company_name,insured_company_이름,상호,varchar,varchar(200),아니오,"명칭, 이름, insured, company, name, insured_company_name",📝 명칭,높음,"home_tax_insurance_contract insured_company_name insured_company_이름 상호 명칭, 이름, insured, company, name, insured_company_name"
home_tax_insurance_contract,insurance_name,insurance_이름,보험명,varchar,varchar(255),예,"명칭, insurance, insurance_name, 이름, name",📝 명칭,높음,"home_tax_insurance_contract insurance_name insurance_이름 보험명 명칭, insurance, insurance_name, 이름, name"
home_tax_insurance_contract,policy_number,policy_번호,증권번호,varchar,varchar(200),아니오,"policy_number, number, policy",🔢 코드,보통,"home_tax_insurance_contract policy_number policy_번호 증권번호 policy_number, number, policy"
home_tax_insurance_contract,insured_person,insured_person,주피보험자,varchar,varchar(100),아니오,"insured_person, insured, person",📋 일반,보통,"home_tax_insurance_contract insured_person insured_person 주피보험자 insured_person, insured, person"
home_tax_insurance_contract,payment_type,payment_타입,구입_납입방법,varchar,varchar(100),아니오,"type, 종류, 유형, payment, 타입, payment_type",📋 일반,보통,"home_tax_insurance_contract payment_type payment_타입 구입_납입방법 type, 종류, 유형, payment, 타입, payment_type"
home_tax_insurance_contract,start_contract_date,start_contract_날짜,계약 시작일,varchar,varchar(100),아니오,"start, 일자, start_contract_date, 날짜, date, contract",📅 날짜,보통,"home_tax_insurance_contract start_contract_date start_contract_날짜 계약 시작일 start, 일자, start_contract_date, 날짜, date, contract"
home_tax_insurance_contract,end_contract_date,end_contract_날짜,계약 종료일,varchar,varchar(100),아니오,"contract, 일자, end_contract_date, 날짜, date, end",📅 날짜,보통,"home_tax_insurance_contract end_contract_date end_contract_날짜 계약 종료일 contract, 일자, end_contract_date, 날짜, date, end"
home_tax_insurance_contract,payment_year,payment_year,지출 년도,varchar,varchar(100),예,"payment_year, payment, year",📋 일반,보통,"home_tax_insurance_contract payment_year payment_year 지출 년도 payment_year, payment, year"
home_tax_insurance_contract,has_Insured_species,has_Insured_species,종피보험자 존재 여부,bit,bit(1),예,"has, has_insured_species, insured, species",📋 일반,보통,"home_tax_insurance_contract has_insured_species has_insured_species 종피보험자 존재 여부 has, has_insured_species, insured, species"
home_tax_insurance_contract,insured_species_first,insured_species_first,종피보험자,varchar,varchar(100),예,"insured_species_first, insured, species, first",📋 일반,보통,"home_tax_insurance_contract insured_species_first insured_species_first 종피보험자 insured_species_first, insured, species, first"
home_tax_insurance_contract,insured_species_second,insured_species_second,종피보험자2,varchar,varchar(100),예,"second, insured, insured_species_second, species",📋 일반,보통,"home_tax_insurance_contract insured_species_second insured_species_second 종피보험자2 second, insured, insured_species_second, species"
home_tax_insurance_contract,insured_species_third,insured_species_third,종피보험자3,varchar,varchar(100),예,"insured_species_third, insured, third, species",📋 일반,보통,"home_tax_insurance_contract insured_species_third insured_species_third 종피보험자3 insured_species_third, insured, third, species"
home_tax_insurance_contract_detail,home_tax_insurance_contract_detail_id,home_tax_insurance_contract_detail_ID,home_tax_insurance_contract_detail 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"아이디, insurance, id, home_tax_insurance_contract_detail_id, detail, 식별자, home, tax, contract",🔑 식별자,높음,"home_tax_insurance_contract_detail home_tax_insurance_contract_detail_id home_tax_insurance_contract_detail_id home_tax_insurance_contract_detail 테이블의 고유 식별자 (primary key) 아이디, insurance, id, home_tax_insurance_contract_detail_id, detail, 식별자, home, tax, contract"
home_tax_insurance_contract_detail,home_tax_insurance_contract_id,home_tax_insurance_contract_ID,홈텍스 보험 납입 정보 id,bigint,bigint(20) unsigned,아니오,"아이디, insurance, id, home_tax_insurance_contract_id, 식별자, home, tax, contract",🔑 식별자,높음,"home_tax_insurance_contract_detail home_tax_insurance_contract_id home_tax_insurance_contract_id 홈텍스 보험 납입 정보 id 아이디, insurance, id, home_tax_insurance_contract_id, 식별자, home, tax, contract"
home_tax_insurance_contract_detail,payment_month,payment_month,납입 월,varchar,varchar(100),아니오,"payment_month, payment, month",📋 일반,보통,"home_tax_insurance_contract_detail payment_month payment_month 납입 월 payment_month, payment, month"
home_tax_insurance_contract_detail,payment_cost,payment_cost,납입 금액,varchar,varchar(100),아니오,"payment_cost, cost, payment",💰 금액,보통,"home_tax_insurance_contract_detail payment_cost payment_cost 납입 금액 payment_cost, cost, payment"
home_tax_insurance_contract_detail,user_id,사용자 ID,유저번호,bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"home_tax_insurance_contract_detail user_id 사용자 id 유저번호 아이디, user_id, 식별자, id, user"
hospital,hospital_id,hospital_ID,hospital 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20) unsigned,아니오,"hospital, 아이디, hospital_id, 식별자, id",🔑 식별자,높음,"hospital hospital_id hospital_id hospital 테이블의 고유 식별자 (primary key) hospital, 아이디, hospital_id, 식별자, id"
hospital,addr,addr,addr 컬럼,text,text,아니오,addr,📋 일반,보통,hospital addr addr addr 컬럼 addr
hospital,cicd,cicd,cicd 코드,bigint,bigint(20),아니오,cicd,📋 일반,보통,hospital cicd cicd cicd 코드 cicd
hospital,cicd_nm,cicd_nm,cicd_nm 명칭,varchar,varchar(120),아니오,"nm, cicd, cicd_nm",📋 일반,보통,"hospital cicd_nm cicd_nm cicd_nm 명칭 nm, cicd, cicd_nm"
hospital,created_at,생성일시,병원 생성 일시,datetime,datetime(6),예,"created, at, created_at",⚙️ 시스템,낮음,"hospital created_at 생성일시 병원 생성 일시 created, at, created_at"
hospital,hosp_url,hosp_url,hosp_url 컬럼,text,text,예,"url, hosp, hosp_url",📋 일반,보통,"hospital hosp_url hosp_url hosp_url 컬럼 url, hosp, hosp_url"
hospital,modified_at,수정일시,병원 수정 일시,datetime,datetime(6),예,"at, modified_at, modified",⚙️ 시스템,낮음,"hospital modified_at 수정일시 병원 수정 일시 at, modified_at, modified"
hospital,sggucd,sggucd,sggucd 코드,bigint,bigint(20),예,sggucd,📋 일반,보통,hospital sggucd sggucd sggucd 코드 sggucd
hospital,sggucd_nm,sggucd_nm,sggucd_nm 명칭,varchar,varchar(120),아니오,"nm, sggucd_nm, sggucd",📋 일반,보통,"hospital sggucd_nm sggucd_nm sggucd_nm 명칭 nm, sggucd_nm, sggucd"
hospital,sidocd,sIDocd,sIDocd 코드,bigint,bigint(20),예,"sidocd, 아이디, 식별자",📋 일반,보통,"hospital sidocd sidocd sidocd 코드 sidocd, 아이디, 식별자"
hospital,sidocd_nm,sIDocd_nm,sIDocd_nm 명칭,varchar,varchar(120),아니오,"아이디, nm, sidocd_nm, sidocd, 식별자",📋 일반,보통,"hospital sidocd_nm sidocd_nm sidocd_nm 명칭 아이디, nm, sidocd_nm, sidocd, 식별자"
hospital,telno,telno,telno 컬럼,varchar,varchar(120),아니오,telno,📋 일반,보통,hospital telno telno telno 컬럼 telno
hospital,yadm_nm,yadm_nm,yadm_nm 명칭,varchar,varchar(120),아니오,"yadm, yadm_nm, nm",📋 일반,보통,"hospital yadm_nm yadm_nm yadm_nm 명칭 yadm, yadm_nm, nm"
hospital,company_identity_no,company_IDentity_no,company_IDentity_no,varchar,varchar(255),예,"아이디, no, company, company_identity_no, 식별자, identity",📋 일반,보통,"hospital company_identity_no company_identity_no company_identity_no 아이디, no, company, company_identity_no, 식별자, identity"
hospital,is_fixed,is_fixed,확정 여부,tinyint,tinyint(1),예,"fixed, is_fixed, is",📋 일반,보통,"hospital is_fixed is_fixed 확정 여부 fixed, is_fixed, is"
hospital,is_in_business,is_in_business,영업 여부,tinyint,tinyint(1),예,"is_in_business, in, business, is",📋 일반,보통,"hospital is_in_business is_in_business 영업 여부 is_in_business, in, business, is"
hospital,company_identity_no_list,company_IDentity_no_list,사업자번호 리스트,longtext,longtext,예,"company_identity_no_list, 아이디, no, company, list, 식별자, identity",📋 일반,보통,"hospital company_identity_no_list company_identity_no_list 사업자번호 리스트 company_identity_no_list, 아이디, no, company, list, 식별자, identity"
incoming_channel_marketing,incoming_channel,incoming_channel,유입된 채널,varchar,varchar(255),아니오,"incoming, channel, incoming_channel",📋 일반,보통,"incoming_channel_marketing incoming_channel incoming_channel 유입된 채널 incoming, channel, incoming_channel"
incoming_channel_marketing,marketing_type,marketing_타입,마케팅 유형,varchar,varchar(255),아니오,"type, marketing, 종류, 유형, 타입, marketing_type",📋 일반,보통,"incoming_channel_marketing marketing_type marketing_타입 마케팅 유형 type, marketing, 종류, 유형, 타입, marketing_type"
insurance_claim_proxy,insurance_claim_proxy_id,insurance_claim_proxy_ID,insurance_claim_proxy 테이블의 고유 식별자 (PRIMARY KEY),bigint,bigint(20),아니오,"아이디, insurance, proxy, claim, insurance_claim_proxy_id, 식별자, id",🔑 식별자,높음,"insurance_claim_proxy insurance_claim_proxy_id insurance_claim_proxy_id insurance_claim_proxy 테이블의 고유 식별자 (primary key) 아이디, insurance, proxy, claim, insurance_claim_proxy_id, 식별자, id"
insurance_claim_proxy,letter_of_attorney_signature_image_path,letter_of_attorney_signature_image_path,letter_of_attorney_signature_image_path (날짜/시간),text,text,아니오,"letter, path, image, of, letter_of_attorney_signature_image_path, attorney, signature",📋 일반,보통,"insurance_claim_proxy letter_of_attorney_signature_image_path letter_of_attorney_signature_image_path letter_of_attorney_signature_image_path (날짜/시간) letter, path, image, of, letter_of_attorney_signature_image_path, attorney, signature"
insurance_claim_proxy,issue_copy_signature_image_path,issue_copy_signature_image_path,issue_copy_signature_image_path (날짜/시간),text,text,아니오,"copy, path, image, issue_copy_signature_image_path, issue, signature",📋 일반,보통,"insurance_claim_proxy issue_copy_signature_image_path issue_copy_signature_image_path issue_copy_signature_image_path (날짜/시간) copy, path, image, issue_copy_signature_image_path, issue, signature"
insurance_claim_proxy,identification_image_path,IDentification_image_path,IDentification_image_path (날짜/시간),text,text,아니오,"identification, 아이디, identification_image_path, path, image, 식별자",📋 일반,보통,"insurance_claim_proxy identification_image_path identification_image_path identification_image_path (날짜/시간) identification, 아이디, identification_image_path, path, image, 식별자"
insurance_claim_proxy,user_id,사용자 ID,환자 고유 식별자 (FOREIGN KEY),bigint,bigint(20),아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"insurance_claim_proxy user_id 사용자 id 환자 고유 식별자 (foreign key) 아이디, user_id, 식별자, id, user"
insurance_claim_proxy,insurance_claim_proxy_status,insurance_claim_proxy_상태,"insurance_claim_proxy_상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(64),아니오,"insurance, proxy, 상황, claim, insurance_claim_proxy_status, status, 상태",📊 상태,보통,"insurance_claim_proxy insurance_claim_proxy_status insurance_claim_proxy_상태 insurance_claim_proxy_상태 (char 타입, yyyymmdd 형식 - to_date() 필요) insurance, proxy, 상황, claim, insurance_claim_proxy_status, status, 상태"
insurance_claim_proxy,insurance_claim_proxy_submit_status,insurance_claim_proxy_submit_상태,"insurance_claim_proxy_submit_상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(64),아니오,"insurance, proxy, 상황, claim, status, 상태, submit, insurance_claim_proxy_submit_status",📊 상태,보통,"insurance_claim_proxy insurance_claim_proxy_submit_status insurance_claim_proxy_submit_상태 insurance_claim_proxy_submit_상태 (char 타입, yyyymmdd 형식 - to_date() 필요) insurance, proxy, 상황, claim, status, 상태, submit, insurance_claim_proxy_submit_status"
insurance_claim_proxy,deleted,삭제 여부,"삭제 여부 플래그 (FALSE: 유효한 데이터, TRUE: 삭제된 데이터) - 쿼리 시 항상 deleted=FALSE 조건 필요",bit,bit(1),아니오,deleted,⚙️ 시스템,낮음,"insurance_claim_proxy deleted 삭제 여부 삭제 여부 플래그 (false: 유효한 데이터, true: 삭제된 데이터) - 쿼리 시 항상 deleted=false 조건 필요 deleted"
insurance_claim_proxy,created_at,생성일시,insurance_claim_proxy 생성 일시,datetime,datetime(6),아니오,"created, at, created_at",⚙️ 시스템,낮음,"insurance_claim_proxy created_at 생성일시 insurance_claim_proxy 생성 일시 created, at, created_at"
insurance_claim_proxy,created_by,생성자,insurance_claim_proxy 생성 일시,bigint,bigint(20),예,"created, created_by, by",⚙️ 시스템,낮음,"insurance_claim_proxy created_by 생성자 insurance_claim_proxy 생성 일시 created, created_by, by"
insurance_claim_proxy,modified_at,수정일시,insurance_claim_proxy 수정 일시,datetime,datetime(6),아니오,"at, modified_at, modified",⚙️ 시스템,낮음,"insurance_claim_proxy modified_at 수정일시 insurance_claim_proxy 수정 일시 at, modified_at, modified"
insurance_claim_proxy,modified_by,수정자,insurance_claim_proxy 수정 일시,bigint,bigint(20),예,"modified, by, modified_by",⚙️ 시스템,낮음,"insurance_claim_proxy modified_by 수정자 insurance_claim_proxy 수정 일시 modified, by, modified_by"
insurance_claim_proxy,request_proxy_name,request_proxy_이름,신청자 이름,varchar,varchar(100),아니오,"명칭, proxy, request_proxy_name, 이름, request, name",📝 명칭,높음,"insurance_claim_proxy request_proxy_name request_proxy_이름 신청자 이름 명칭, proxy, request_proxy_name, 이름, request, name"
insurance_claim_proxy,family_name,family_이름,가족 이름,varchar,varchar(100),아니오,"명칭, family, family_name, 이름, name",📝 명칭,높음,"insurance_claim_proxy family_name family_이름 가족 이름 명칭, family, family_name, 이름, name"
insurance_claim_proxy,proxy_cost,proxy_cost,실제 대행신청한 금액,varchar,varchar(256),예,"proxy_cost, proxy, cost",💰 금액,보통,"insurance_claim_proxy proxy_cost proxy_cost 실제 대행신청한 금액 proxy_cost, proxy, cost"
insurance_claim_proxy,real_hidden_benefit,real_hIDden_benefit,찐 숨은보험금,varchar,varchar(256),예,"아이디, real, real_hidden_benefit, hidden, benefit, 식별자",📋 일반,보통,"insurance_claim_proxy real_hidden_benefit real_hidden_benefit 찐 숨은보험금 아이디, real, real_hidden_benefit, hidden, benefit, 식별자"
insurance_claim_proxy,service_fee,service_fee,service_fee 컬럼,bigint,bigint(20),예,"service, fee, service_fee",📋 일반,보통,"insurance_claim_proxy service_fee service_fee service_fee 컬럼 service, fee, service_fee"
insurance_claim_proxy,received_cost,received_cost,received_cost 컬럼,bigint,bigint(20),예,"received_cost, received, cost",💰 금액,보통,"insurance_claim_proxy received_cost received_cost received_cost 컬럼 received_cost, received, cost"
insurance_claim_proxy,expenses,expenses,expenses 컬럼,bigint,bigint(20),예,expenses,📋 일반,보통,insurance_claim_proxy expenses expenses expenses 컬럼 expenses
insurance_claim_proxy,description,description,description 컬럼,longtext,longtext,예,description,📋 일반,보통,insurance_claim_proxy description description description 컬럼 description
insurance_claim_proxy,guarantee_type,guarantee_타입,guarantee_타입 유형/타입,varchar,varchar(32),예,"type, guarantee_type, 종류, 유형, 타입, guarantee",📋 일반,보통,"insurance_claim_proxy guarantee_type guarantee_타입 guarantee_타입 유형/타입 type, guarantee_type, 종류, 유형, 타입, guarantee"
insurance_claim_proxy,account,ac개수,계좌 번호,varchar,varchar(64),예,account,📋 일반,보통,insurance_claim_proxy account ac개수 계좌 번호 account
insurance_claim_proxy,benefit_person_type,benefit_person_타입,benefit_person_타입 유형/타입,varchar,varchar(32),예,"type, 종류, 유형, 타입, person, benefit, benefit_person_type",📋 일반,보통,"insurance_claim_proxy benefit_person_type benefit_person_타입 benefit_person_타입 유형/타입 type, 종류, 유형, 타입, person, benefit, benefit_person_type"
insurance_claim_proxy,overall_judgment_status,overall_judgment_상태,"overall_judgment_상태 (CHAR 타입, YYYYMMDD 형식 - TO_DATE() 필요)",varchar,varchar(32),예,"상황, overall_judgment_status, judgment, overall, status, 상태",📊 상태,보통,"insurance_claim_proxy overall_judgment_status overall_judgment_상태 overall_judgment_상태 (char 타입, yyyymmdd 형식 - to_date() 필요) 상황, overall_judgment_status, judgment, overall, status, 상태"
insurance_claim_proxy,benefit_person_name,benefit_person_이름,수익자 이름,varchar,varchar(32),예,"명칭, 이름, person, benefit, benefit_person_name, name",📝 명칭,높음,"insurance_claim_proxy benefit_person_name benefit_person_이름 수익자 이름 명칭, 이름, person, benefit, benefit_person_name, name"
insurance_claim_proxy,impossible_alarm_talk_count,impossible_alarm_talk_개수,impossible_alarm_talk_개수,bigint,bigint(2),아니오,"impossible, talk, alarm, count, impossible_alarm_talk_count",📋 일반,보통,"insurance_claim_proxy impossible_alarm_talk_count impossible_alarm_talk_개수 impossible_alarm_talk_개수 impossible, talk, alarm, count, impossible_alarm_talk_count"
insurance_claim_proxy,coupon_id,coupon_ID,coupon_ID 고유 식별자,bigint,bigint(20),예,"아이디, coupon_id, coupon, 식별자, id",🔑 식별자,높음,"insurance_claim_proxy coupon_id coupon_id coupon_id 고유 식별자 아이디, coupon_id, coupon, 식별자, id"
insurance_claim_proxy,payment_confirmation_status,payment_confirmation_상태,지급받은 내역 응답 여부,varchar,varchar(45),예,"상황, confirmation, payment, status, 상태, payment_confirmation_status",📊 상태,보통,"insurance_claim_proxy payment_confirmation_status payment_confirmation_상태 지급받은 내역 응답 여부 상황, confirmation, payment, status, 상태, payment_confirmation_status"
insurance_claim_proxy,payment_confirmation_modified_at,payment_confirmation_수정일시,지급받은 내역 업데이트 시간,datetime,datetime(6),예,"confirmation, at, payment, modified, payment_confirmation_modified_at",📋 일반,보통,"insurance_claim_proxy payment_confirmation_modified_at payment_confirmation_수정일시 지급받은 내역 업데이트 시간 confirmation, at, payment, modified, payment_confirmation_modified_at"
insurance_claim_proxy,proxy_enroll_completion_date,proxy_enroll_completion_날짜,대행신청완료시간,datetime,datetime(6),예,"proxy_enroll_completion_date, proxy, 일자, completion, 날짜, enroll, date",📅 날짜,보통,"insurance_claim_proxy proxy_enroll_completion_date proxy_enroll_completion_날짜 대행신청완료시간 proxy_enroll_completion_date, proxy, 일자, completion, 날짜, enroll, date"
insurance_claim_proxy,send_assignment_alarm_talk,send_assignment_alarm_talk,대행인 배정 알림톡 전송여부,bit,bit(1),아니오,"send_assignment_alarm_talk, assignment, talk, send, alarm",📋 일반,보통,"insurance_claim_proxy send_assignment_alarm_talk send_assignment_alarm_talk 대행인 배정 알림톡 전송여부 send_assignment_alarm_talk, assignment, talk, send, alarm"
insurance_claim_proxy,is_auto_checklist_complete,is_auto_checklist_complete,체크리스트 정리 완료 여부,bit,bit(1),아니오,"is, complete, checklist, is_auto_checklist_complete, auto",📋 일반,보통,"insurance_claim_proxy is_auto_checklist_complete is_auto_checklist_complete 체크리스트 정리 완료 여부 is, complete, checklist, is_auto_checklist_complete, auto"
insurance_claim_proxy,is_auto_pass,is_auto_pass,2-1 자동 패스 여부,bit,bit(1),아니오,"is_auto_pass, pass, auto, is",📋 일반,보통,"insurance_claim_proxy is_auto_pass is_auto_pass 2-1 자동 패스 여부 is_auto_pass, pass, auto, is"
insurance_claim_proxy,home_address,home_주소,대행 신청 유저 집주소,varchar,varchar(500),아니오,"address, home, home_address",📋 일반,보통,"insurance_claim_proxy home_address home_주소 대행 신청 유저 집주소 address, home, home_address"
insurance_claim_proxy,upload_request_info,upload_request_info,step 10 업로드 여부,bit,bit(1),예,"info, upload_request_info, request, upload",📋 일반,보통,"insurance_claim_proxy upload_request_info upload_request_info step 10 업로드 여부 info, upload_request_info, request, upload"
insurance_claim_proxy,identity,IDentity,유저 주민등록번호 - 청구서용 ex)1111112222222 13자리 번호가 저장됨,varchar,varchar(30),예,"아이디, 식별자, identity",📋 일반,보통,"insurance_claim_proxy identity identity 유저 주민등록번호 - 청구서용 ex)1111112222222 13자리 번호가 저장됨 아이디, 식별자, identity"
insurance_claim_proxy,received_flat_cost,received_flat_cost,지급받은 보험금 (정액형),bigint,bigint(20),예,"received, cost, flat, received_flat_cost",💰 금액,보통,"insurance_claim_proxy received_flat_cost received_flat_cost 지급받은 보험금 (정액형) received, cost, flat, received_flat_cost"
insurance_claim_proxy,service_flat_fee,service_flat_fee,수수료 (정액형),bigint,bigint(20),예,"service_flat_fee, fee, flat, service",📋 일반,보통,"insurance_claim_proxy service_flat_fee service_flat_fee 수수료 (정액형) service_flat_fee, fee, flat, service"
insurance_consultation,id,ID,ID 고유 식별자,bigint,bigint(20) unsigned,아니오,"아이디, 식별자, id",🔑 식별자,높음,"insurance_consultation id id id 고유 식별자 아이디, 식별자, id"
insurance_consultation,user_id,사용자 ID,유저번호,bigint,bigint(20) unsigned,아니오,"아이디, user_id, 식별자, id, user",🔑 식별자,높음,"insurance_consultation user_id 사용자 id 유저번호 아이디, user_id, 식별자, id, user"
insurance_consultation,insurance_type,insurance_타입,insurance_타입 유형/타입,varchar,varchar(100),예,"type, insurance, 종류, 유형, 타입, insurance_type",📋 일반,보통,"insurance_consultation insurance_type insurance_타입 insurance_타입 유형/타입 type, insurance, 종류, 유형, 타입, insurance_type"
