drug_name,ingredients,usage_count
케로롤네일라카(아모롤핀염산염)_(0.2787g/5mL),amorolfine hydrochloride (as amorolfine),463
제이프레드로션0.25%(프레드니카르베이트)_(50mg/20g),prednicarbate,463
뉴로콜린연질캡슐(콜린알포세레이트)_(0.4g/1캡슐),choline alfoscerate,463
올메팜정20밀리그램(올메사탄메독소밀)_(20mg/1정),olmesartan medoxomil,463
테글리정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정),teneligliptin hydrochloride hydrate(as teneligliptin),463
라모티진정25밀리그램(라모트리진)_(25mg/1정),lamotrigine,462
아스필장용정(아스피린100밀리그람)_(0.1g/1정),aspirin(enteric coated) (as aspirin),462
아록핀정60밀리그램(록소프로펜나트륨수화물)_(68.1mg/1정),loxoprofen sodium hydrate (as loxoprofen sodium),462
디쿠아인미니점안액(디쿠아포솔나트륨)(1회용)_(12mg/0.4mL),diquafosol sodium,462
네비로스타정5/10밀리그램_(1정),nebivolol hydrochloride (as nebivolol),462
테라립틴듀오서방정20/1000밀리그램_(1정),metformin hydrochloride,461
히알큐점안액0.1%(히알루론산나트륨)_(5mg/5mL),sodium hyaluronate,461
뮤코스텐주15%(아세틸시스테인)_(0.3g/2mL),acetylcysteine,461
에버레이300주(이오헥솔)_(97.05g/150mL),iohexol,461
엑시비탄정5/80밀리그램_(1정),amlodipine besylate (as amlodipine),461
비줄타점안액0.024%(라타노프로스틴부노드)_(0.6mg/2.5mL),latanoprostene bunod,461
히루킹주(히알루론산나트륨)(프리필드)_(20mg/2mL),sodium hyaluronate,461
올로비드엠점안액0.7%(올로파타딘염산염)_(19.4mg/2.5mL),olopatadine hydrochloride (as olopatadine),460
베아베린정(염산프로피베린)_(20mg/1정),propiverine hydrochloride,460
알렌맥스플러스디정_(1정),cholecalciferol concentrated powder (as vitamin D3),460
세바코에이치씨티정10/40/12.5밀리그램_(1정),amlodipine besylate (as amlodipine),460
아다모정0.5밀리그램(두타스테리드)_(0.5mg/1정),dutasteride,460
디옥시드에이취알정600밀리그램(티옥트산)_(0.6g/1정),thioctic acid(α-lipoic acid),459
뉴몬테카트정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),montelukast sodium (as montelukast),459
리비셀캡슐_(1캡슐),biphenyl dimethyl dicarboxylate,459
로수바신정5mg(로수바스타틴칼슘)_(5.2mg/1정),rosuvastatin calcium (as rosuvastatin),459
탐스올서방정0.2밀리그램(탐스로신염산염)_(0.2mg/1정),tamsulosin hydrochloride,458
헥소슈어300주(이오헥솔)_(64.7g/100mL),iohexol,458
힐론주(히알우론산나트륨)_(8.5mg/0.85mL),sodium hyaluronate,458
그라트릴주(그라니세트론염산염)_(1.12mg/1mL),granisetron hydrochloride (as granisetron),458
칸데라정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),candesartan cilexetil,458
렉스민캡슐(디오스민)_(0.3g/1캡슐),diosmin,457
노바디크정5밀리그램(암로디핀베실산염)_(6.944mg/1정),amlodipine besylate (as amlodipine),457
쎄브칸플러스정_(1정),celecoxib,457
에스베트정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),457
메가사르포정100밀리그램(사르포그렐레이트염산염)_(0.1g/1정),sarpogrelate hydrochloride,457
엑스반플러스정80/12.5밀리그램_(1정),hydrochlorothiazide,457
메트폭스서방정(메트포르민염산염)_(0.5g/1정),metformin hydrochloride,457
휴맥톤정40밀리그램(은행엽엑스)_(40mg/1정),ginkgo biloba leaf ext.,457
리셀정(비페닐디메틸디카르복실레이트)_(25mg/1정),biphenyl dimethyl dicarboxylate,457
바로본에프연질캡슐(빌베리건조엑스)_(0.17g/1캡슐),bilberry fruit dried ext.,457
타짐주2그램(세프타지딤수화물·건조탄산나트륨)_(2.242g/1병)(Type1),ceftazidime hydrate,457
알지겐액(알긴산나트륨)_(1g/20mL/포(스틱)),sodium alginate,456
도베민정(도베실산칼슘수화물)_(0.25g/1정),dobesilate calcium,456
미라펙스서방정0.375밀리그램(프라미펙솔염산염일수화물)_(0.375mg/1정),pramipexole dihydrochloride,456
리스포린점안액(사이클로스포린)_(0.2mg/0.4mL),cyclosporin,456
크레로슈정10밀리그램(로수바스타틴칼슘)_(10.4mg/1정),rosuvastatin calcium (as rosuvastatin),456
아트크렐정(클로피도그렐황산염)_(97.875mg/1정),clopidogrel bisulfate (as clopidogrel),456
네오빅스정(클로피도그렐황산수소염)_(97.875mg/1정),clopidogrel bisulfate (as clopidogrel),456
눈앤쿨점안액0.6%(카르복시메틸셀룰로오스나트륨)(1회용)_(3mg/0.5mL),carboxymethyl cellulose sodium,455
글루코반스정500/5밀리그램_(1정),glibenclamide,455
지미아이30%시럽(아이비엽30% 에탄올건조엑스(5∼7.5→1))_(52.5mg/7.5mL),ivy leaf 30% ethanol dried ext.(5~7.5→1),455
록솔씨시럽_(1000mL),ambroxol hydrochloride,455
"고나도핀엔에프주사액프리필드시린지(인난포자극호르몬,유전자재조합)_(300I.U/1mL)",follitropin,455
다파그린정5밀리그램(다파글리플로진프로판디올수화물)_(6.15mg/1정),dapagliflozin propanediol hydrate (as dapagliflozin),455
라비스타정(라록시펜염산염)_(60mg/1정),raloxifene hydrochloride (as raloxifene),455
맥스디오정80mg(발사르탄)_(80mg/1정),valsartan,455
무디스크림1%(테르비나핀염산염)_(0.2g/20g),terbinafine hydrochloride,455
히드론케어로션2.5%(히드로코르티손)_(1.5g/60g),hydrocortisone,455
큐케어로션2.5%(히드로코르티손)_(1.25g/50g),hydrocortisone,454
텔미암정40/5mg_(1정),amlodipine besylate (as amlodipine),454
디발탄정80밀리그램(발사르탄)_(80mg/1정),valsartan,454
유니포지정5/80밀리그램_(1정),amlodipine besylate (as amlodipine),454
피엠에스쿠에티아핀정300mg(쿠에티아핀푸마르산염)_(0.34539g/1정),quetiapine fumarate (as quetiapine),453
팜시즈정(팜시클로비르)_(0.25g/1정),famciclovir,453
플로칸캡슐(플루코나졸)_(50mg/1캡슐),fluconazole,453
알프신엑스엘정(알푸조신염산염)_(10mg/1정),alfuzosin hydrochloride,453
카베딘정25밀리그람(카르베딜롤)_(25mg/1정),carvedilol,453
올멕포스정5/40밀리그램_(1정),amlodipine besylate (as amlodipine),453
온세란주(온단세트론염산염)_(10mg/4mL),ondansetron hydrochloride dihydrate (as ondansetron),452
심바티브정10/10_(1정),ezetimibe,452
알보젠카베디롤정12.5밀리그램(카르베딜롤)_(12.5mg/1정),carvedilol,452
디스토시드정(프라지콴텔)군납명:프라지콴텔정_(0.6g/1정),praziquantel,452
피트메이트정(토피라메이트)_(25mg/1정),topiramate,452
이트라스정(이트라코나졸고체분산체)_(0.253g/1정),itraconazole,452
셀토젯정10/20밀리그램_(1정),atorvastatin calcium(as atorvastatin),452
유유코잘넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),mometasone furoate,452
코러스디클로페낙주(디클로페낙나트륨)(수출명:TELOFENINJ)_(75mg/2mL),diclofenac sodium,451
올멕플러스정20/12.5밀리그램_(1정),hydrochlorothiazide,451
알푸릭스엑스엘정10mg(알푸조신염산염)_(10mg/1정),alfuzosin hydrochloride,451
리바타로정2밀리그램(피타바스타틴칼슘)_(2mg/1정),pitavastatin calcium,451
테리글메트서방정20/1000밀리그램_(1정),metformin hydrochloride,451
에스베트정40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),esomeprazole magnesium (as esomeprazol),451
히나루본플러스주(히알루론산나트륨)_(20mg/2mL),sodium hyaluronate,451
히로퀸정200밀리그램(히드록시클로로퀸황산염)_(0.2g/1정),hydroxychloroquine sulfate,451
팔로셋프리필드주(팔로노세트론염산염)_(0.28mg/5mL),palonosetron hydrochloride (as palonosetron),451
로맥사신정100mg(로메플록사신염산염)_(0.1104g/1정),lomefloxacin hydrochloride,451
휴피베린정(프로피베린염산염)_(20mg/1정),propiverine hydrochloride,450
제이비카에이치씨티정10/40/12.5밀리그램_(1정),amlodipine besylate (as amlodipine),450
셀로디핀정(암로디핀베실산염)_(6.944mg/1정),amlodipine besylate (as amlodipine),450
레니프릴정5밀리그램(에날라프릴말레산염)_(5mg/1정),enalapril maleate,450
카이트릴주(그라니세트론염산염)_(1.12mg/1mL),granisetron hydrochloride (as granisetron),450
에스케이코스카플러스에프정_(1정),hydrochlorothiazide,450
리스달정3밀리그램(리스페리돈)_(3mg/1정),risperidone,449
동국세프트리악손주사1그램(세프트리악손나트륨수화물)_(1g/1병),ceftriaxone sodium hydrate,449
데오크레건조시럽20%(테오필린)_(40g/200g),theophylline,449
두타반연질캡슐(두타스테리드)_(0.5mg/1캡슐),dutasteride,449
이노엔염화나트륨-포도당(1:2)주사액_(500mL),dextrose,449
로사타정(로사르탄칼륨)_(50mg/1정),losartan potassium (as losartan),449
판테온정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정),pantoprazole sodium (as pantoprazole),449
제일실라자프릴정2.5밀리그램(실라자프릴수화물)_(2.61mg/1정),cilazapril,449
세바코에이치씨티정5/40/12.5밀리그램_(1정),amlodipine besylate (as amlodipine),449
인트라리피드20%주(정제대두유)_(50g/250mL),soybean oil(20%),449
메시마캡슐(상황균사체엑스)_(0.55g/1캡슐),phellinus linteus mycelliun ext.,448
한림네틸마이신황산염주사액100밀리그램_(0.1g/2mL),netilmicin sulfate,448
오스프로스트정(리마프로스트알파덱스)_(0.16667mg/1정),limaprost α-cyclodextrin (as limaprost),448
디트로딘에스알캡슐4밀리그램(톨터로딘-L-타르타르산염)_(4mg/1캡슐),tolterodine L-tartrate,448
모렉셀캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),meloxicam,448
아이누리점안액0.3%(히알루론산나트륨)(1회용)_(1.5mg/0.5mL),sodium hyaluronate,448
"락타실린주(주사용설박탐나트륨,암피실린나트륨)(수출명: SEOAmtam)_(1병)",ampicillin sodium,448
제노세프주2그램(세파제돈나트륨)_(2g/1병),cephazedone sodium,447
엘디로정10밀리그램(아토르바스타틴칼슘삼수화물)_(10.85mg/1정),atorvastatin calcium (as atorvastatin),447
암로디정(암로디핀베실산염)_(6.944mg/1정),amlodipine besylate (as amlodipine),447
디에스오정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),447
대한디-만니톨주사액20%_(20g/100mL/백),d-mannitol(20%),447
울트라스크세미정_(1정),acetaminophen,447
가바티론캡슐300밀리그램(가바펜틴)_(0.3g/1캡슐),gabapentin,447
팜시칸정250밀리그램(팜시클로비르)_(0.25g/1정),famciclovir,446
실베스타서방캡슐100밀리그램(실로스타졸)_(0.1g/1캡슐),cilostazol,446
엔피스카정(피나스테리드)_(5mg/1정),finasteride,446
리피로우젯정10/20밀리그램_(1정),atorvastatin calcium(as atorvastatin),446
싸이신주사200밀리그램(시프로플록사신)_(0.2g/100mL/팩),ciprofloxacin,446
팩토스정(피오글리타존염산염)_(16.53mg/1정),pioglitazone hydrochloride (as pioglitazone),446
테네론엠서방정10/750밀리그램_(1정),metformin hydrochloride,446
프리텐션플러스정40/12.5밀리그램_(1정),hydrochlorothiazide,446
동광프레가발린캡슐150밀리그램_(0.15g/1캡슐),pregabalin,445
테트린정2밀리그램(테라조신염산염수화물)_(2.374mg/1정),terazosin hydrochloride (as terazosin),445
디핀스정40/10mg_(1정),amlodipine besylate (as amlodipine),445
도스티넨정0.5밀리그램(카베르골린)_(0.5mg/1정),cabergoline,445
한미세포탁심나트륨주사2그램_(2g/1키트)(Type2),cefotaxime sodium,445
클로피오정(클로피도그렐황산염)_(97.875mg/1정),clopidogrel bisulfate (as clopidogrel),445
유드론주(이반드론산나트륨일수화물)_(3.375mg/3mL),ibandronic acid monosodium salt monohydrate (as ibandronic acid),444
오마코미니연질캡슐2그램(오메가-3-산에틸에스테르90)_(2g/80캡슐),"omega-3-acid ethyl esters90 (as EPA ethylester   0.92g, DHA ethylester   0.76g)",444
페린젝트주(카르복시말토오스수산화제이철착염)_(1.8g/10mL),ferric hydroxide carboxymaltose complex (as Fe),444
콕스낙캡슐200mg(세레콕시브)_(0.2g/1캡슐),celecoxib,444
아토산정20밀리그램(아토르바스타틴칼슘삼수화물)_(21.69mg/1정),atorvastatin calcium (as atorvastatin),444
산도스에스시탈로프람정20밀리그램_(25.54mg/1정),escitalopram oxalate (as escitalopram),444
팔제론주(팔로노세트론염산염)_(84μg/1.5mL),palonosetron hydrochloride (as palonosetron),444
암로반정10/160밀리그램_(1정),amlodipine besylate (as amlodipine),444
오메스정40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),esomeprazole magnesium (as esomeprazol),443
에디맥스디정_(1정),calcium carbonate (as calcium),443
리오마이신주사1.0그램(리보스타마이신황산염)_(1g/1병),ribostamycin sulfate,443
에제티정(에제티미브)_(10mg/1정),ezetimibe,443
미르탁스오디티정15밀리그램(미르타자핀)_(15mg/1정),mirtazapine,443
써티칸정0.5밀리그램(에베로리무스)_(0.5mg/1정),everolimus,443
테디엠메트서방정10/750밀리그램_(1정),metformin hydrochloride,443
네비롤정(네비보롤염산염)_(5.45mg/1정),nebivolol hydrochloride (as nebivolol),443
듀오레스피 스피로맥스 320/9마이크로그램_(60회),budesonide(micronized),443
사포레이트정100밀리그램(사르포그렐레이트염산염)_(0.1g/1정),sarpogrelate hydrochloride,443
세프키존주사1그램(세프트리악손나트륨수화물)_(1g/1병),ceftriaxone sodium hydrate,442
프로베린정(프로피베린염산염)_(20mg/1정),propiverine hydrochloride,442
디알프레쉬에프점안액(카르복시메틸셀룰로오스나트륨)(1회용)_(4.5mg/0.45mL),carboxymethyl cellulose sodium,442
프레갈캡슐25밀리그램(프레가발린)_(25mg/1캡슐),pregabalin,442
로티브정10/5밀리그램_(1정),ezetimibe,442
에즈티롤정(에제티미브)_(10mg/1정),ezetimibe,442
유유세파클러캡슐(세파클러수화물)_(0.25g/1캡슐),cefaclor hydrate,442
에스실로서방캡슐100밀리그램(실로스타졸)_(0.1g/1캡슐),cilostazol,442
코바라탄정160/12.5mg_(1정),hydrochlorothiazide,442
자이가드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),dutasteride,442
심바스테롤정20밀리그람(심바스타틴)_(20mg/1정),simvastatin,442
알리가연질캡슐30밀리그램(알리트레티노인)_(30mg/1캡슐),Alitretinoin,442
니지틴캡슐150밀리그램(니자티딘)_(0.15g/1캡슐),nizatidine,442
"쎄릭손주2그램(세프트리악손나트륨수화물)/수출명:쎄릭손2그램정주(세프트리악손나트륨),쎄릭손2그램근주(세프트리악손나트륨수화물)_(2g/1병)",ceftriaxone sodium hydrate,442
넬프라정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),esomeprazole magnesium (as esomeprazol),442
네프리솔주_(250mL/병),amino acids(5.5%),441
키마라정10밀리그램(레플루노미드)_(10mg/1정),leflunomide,441
트윈온정80/5밀리그램_(1정),amlodipine besylate (as amlodipine),441
베네프정(시나칼세트염산염)_(27.55mg/1정),cinacalcet hydrochloride (as cinacalcet),441
올위너플러스정_(1정),hydrochlorothiazide,441
시프사신정250밀리그램(시프로플록사신염산염수화물)_(0.291g/1정),ciprofloxacin hydrochloride (as ciprofloxacin),441
스티딘정(애엽95%에탄올연조엑스(20->1))_(60mg/1정),artemisiae argyi folium 95% ethanol ext.(20→1),441
큐로스트츄정5밀리그램(몬테루카스트나트륨)_(5.2mg/1정),montelukast sodium (as montelukast),441
사이폴-엔연질캡슐50밀리그램(사이클로스포린)_(50mg/1캡슐),microemulsion cyclosporine,440
레이팜370주사액(이오파미돌)_(75.52g/100mL),iopamidol,440
엑스반플러스정160/12.5밀리그램_(1정),hydrochlorothiazide,440
디오디핀정5/160밀리그램_(1정),amlodipine besylate (as amlodipine),440
에스로핀정2.5mg(에스암로디핀베실산염)_(3.74mg/1정),S-amlodipine besylate (as S-amlodipine),440
아페락CR서방정(아세클로페낙)_(0.2g/1정),aceclofenac,440
에이알비-에스정20밀리그램(올메사탄메독소밀)_(20mg/1정),olmesartan medoxomil,440
페로스핀정5mg(메틸페니데이트염산염)_(5mg/1정),methylphenidate hydrochloride,440
현대에르도스테인캡슐_(0.3g/1캡슐),erdosteine,440
베포타온서방정(베포타스틴베실산염)_(20mg/1정),bepotastine besilate (as bepotastine),439
리피스틴정20밀리그램(아토르바스타틴칼슘)_(20.72mg/1정),atorvastatin calcium (as atorvastatin),439
라미아트정100밀리그램(라모트리진)_(0.1g/1정),lamotrigine,439
아미포지정5/80밀리그램_(1정),amlodipine besylate (as amlodipine),439
안플라젠서방정300밀리그램(사르포그렐레이트염산염)_(0.3g/1정),sarpogrelate Hydrochloride,439
프레갈캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),pregabalin,439
동화메트포르민서방정500밀리그램(메트포르민염산염)_(0.5g/1정),metformin hydrochloride,439
반코신시피1그람정주(반코마이신염산염)_(1g/1병),vancomycin hydrochloride,438
로큐메론주(로쿠로니움브롬화물)_(25mg/2.5mL),rocuronium bromide,438
푸로렌캡슐(플루옥세틴염산염)_(22.4mg/1캡슐),fluoxetine hydrochloride (as fluoxetine),438
사포르SR정300밀리그램(사르포그렐레이트염산염)_(0.3g/1정),sarpogrelate Hydrochloride,438
제이그렐정(클로피도그렐황산염)_(97.875mg/1정),clopidogrel bisulfate (as clopidogrel),438
둘세린캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),duloxetine hydrochloride (as duloxetine),438
에소티졸정20밀리그램(에스오메프라졸마그네슘삼수화물)_(22.25mg/1정),esomeprazole magnesium (as esomeprazol),438
"고나도핀엔에프주사액프리필드시린지(인난포자극호르몬, 유전자재조합)_(150I.U/0.5mL)",follitropin,438
바스타에정10/20_(1정),ezetimibe,438
텔로디탄정40/5mg_(1정),amlodipine besylate (as amlodipine),437
삼아치옥트산에이취알정(티옥트산)_(0.6g/1정),thioctic acid(α-lipoic acid),437
오코도렐정(클로피도그렐황산염)_(97.875mg/1정),clopidogrel bisulfate (as clopidogrel),437
오코돈서방정10밀리그램(옥시코돈염산염)_(10mg/1정),oxycodone hydrochloride,437
오메큐캡슐(오메프라졸)_(20mg/1캡슐),omeprazole granule(enteric coated) (as omeprazole),437
팜시칼정250밀리그램(팜시클로비르)_(0.25g/1정),famciclovir,437
바이카트산(탄산수소나트륨)_(720g/1통),sodium bicarbonate,436
토팜정25밀리그람(토피라메이트)_(25mg/1정),topiramate,436
듀비메트서방정0.25/1000밀리그램_(1정),lobeglitazone sulfate (as lobeglitazone),436
유한메트포르민염산염정850밀리그램_(0.85g/1정),metformin hydrochloride,436
리오마이신주사0.5그램(리보스타마이신황산염)_(0.5g/1병),ribostamycin sulfate,435
콤비솝점안액_(5mL),dorzolamide hydrochloride (as dorzolamide),435
네프리솔주_(250mL/백),amino acids(5.5%),435
유니시움정40mg(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),esomeprazole magnesium (as esomeprazol),435
아테날정(아테놀롤)_(50mg/1정),atenolol,435
아이브이에프엠주75아이유(메노트로핀)(수출명:엘지아이브이에프엠주)_(75I.U/1병),menotrophin,435
펜다운캡슐100밀리그램(가바펜틴)_(0.1g/1캡슐),gabapentin,434
페셔날시럽(아이비엽70%에탄올유동엑스)_(0.1g/5mL),ivy leaf 70% ethanol fluid ext.,434
오로텐션정5/20밀리그램_(1정),amlodipine besylate (as amlodipine),434
메타젠엠알서방정35밀리그램(트리메타지딘염산염)_(35mg/1정),trimetazidine hydrochloride,434
에소놀캡슐40mg(에스오메프라졸마그네슘이수화물)_(43.36mg/1캡슐),esomeprazole magnesium (as esomeprazol),434
엑스콤비정5/160밀리그램_(1정),amlodipine besylate (as amlodipine),434
알키록산정(시클로포스파미드정)_(50mg/1정),cyclophosphamide,434
리메신정(테르비나핀염산염)_(0.140625g/1정),terbinafine hydrochloride (as terbinafine),434
아트로드플러스정10/40밀리그램_(1정),atorvastatin calcium(as atorvastatin),434
명도파정50/200밀리그램_(1정),benserazide hydrochloride (as benserazide),433
유니베실정5mg(암로디핀베실산염)_(6.944mg/1정),amlodipine besylate (as amlodipine),433
세브론에이시럽_(500mL),acetylcysteine,433
프랄린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),Pregabalin,433
넥리카캡슐75mg(프레가발린)_(75mg/1캡슐),Pregabalin,433
알루날서방정0.2밀리그램(탐스로신염산염)_(0.2mg/1정),tamsulosin hydrochloride,433
마도파에취비에스캅셀125_(1캡슐),benserazide hydrochloride (as benserazide),433
유리라세미주(푸로세미드)_(20mg/2mL),furosemide,433
알베스코흡입제80(시클레소니드)_(4.8mg/60회),ciclesonide,432
휴텍스리세드로네이트정35mg(리세드론산나트륨)_(35mg/1정),risedronate sodium,432
뉴아토르젯정10/10밀리그램_(1정),atorvastatin calcium(as atorvastatin),432
디에스오정40밀리그램(에스오메프라졸마그네슘이수화물)_(43.38mg/1정),esomeprazole magnesium (as esomeprazol),432
리마정(리마프로스트알파덱스)_(0.16667mg/1정),limaprost α-cyclodextrin (as limaprost),432
글리아트정(콜린알포세레이트)_(0.4g/1정),choline alfoscerate,432
프로산점안액(히알루론산나트륨)_(0.45mg/0.45mL),sodium hyaluronate,432
팜체어정(팜시클로비르)_(0.25g/1정),famciclovir,431
리파몬정(리마프로스트알파덱스)_(0.16667mg/1정),limaprost α-cyclodextrin (as limaprost),431
프라닥사캡슐150밀리그램(다비가트란에텍실레이트메실산염)_(0.17295g/1캡슐),dabigatran etexilate mesylate (as dabigatran etexilate),431
자이자핀정10mg(올란자핀)_(10mg/1정),olanzapine,431
피도빅스정(클로피도그렐황산수소염)_(97.875mg/1정),clopidogrel bisulfate (as clopidogrel),431
싸이클렌점안액(사이클로스포린)(1회용)_(0.2mg/0.4mL),cyclosporin,431
비스칸엔산(바실루스리케니포르미스균)_(75g/300g),bacillus licheniformis,431
에포틴프리필드주10000IU/mL(재조합인에리스로포이에틴)_(4KI.U/0.4mL),erythropoietin,431
란소멜캡슐30밀리그램(란소프라졸과립)_(30mg/1캡슐),lansoprazole,431
크바젯정10/20밀리그램_(1정),ezetimibe,431
진코넥정80밀리그램(은행엽건조엑스)_(80mg/1정),ginkgo biloba leaf ext.,431
이소켓0.1%주사(이소소르비드이질산염)_(10mg/10mL),isosorbide dinitrate,430
텔리토정80mg(텔미사르탄)_(80mg/1정),telmisartan,430
"영일말레인산돔페리돈정(수출명 : DOMRIDON-M TABLET, ZEDOM Tab.)_(12.72mg/1정)",domperidone maleate (as domperidone),430
알티드정(알티옥트산트로메타민염)_(0.48g/1정),R-thioctic acid tromethamine,430
트윈액트정40/10밀리그램_(1정),amlodipine besylate (as amlodipine),430
파존메트정15/850밀리그램_(1정),metformin hydrochloride,430
히알아인점안액(히알루론산나트륨)_(10mg/10mL),sodium hyaluronate,430
네오신주사150밀리그램(네틸마이신황산염)(수출명:NetilineInj.150mg/2ml)_(0.15g/2mL),netilmicin sulfate,430
콜렌시아연질캡슐(콜린알포세레이트)_(0.4g/1캡슐),choline alfoscerate,429
디세아캡슐50밀리그램(디아세레인)_(50mg/1캡슐),diacerhein,429
그린헥시딘가글액(클로르헥시딘글루콘산염액)_(0.5mL/100mL),chlorhexidine gluconate solution,429
제포가듀오서방정10/500밀리그램_(1정),dapagliflozin Bis L-proline (as dapagliflozin),429
타리안정10밀리그램(베포타스틴베실산염)_(10mg/1정),bepotastine besilate,429
코바소탄정160/12.5밀리그램_(1정),hydrochlorothiazide,429
오스타틴정10밀리그램(로수바스타틴칼슘)_(10.4mg/1정),rosuvastatin calcium (as rosuvastatin),429
엔카비어정0.5밀리그램(엔테카비르)_(0.532mg/1정),entecavir,429
세리브콕스캡슐200mg(세레콕시브)_(0.2g/1캡슐),celecoxib,429
아모클라정625밀리그램(아목시실린·클라불란산칼륨)_(1정),amoxicillin,428
"로푸신주(시프로플록사신)(수출명:시프로플록스주,파마시프로플록사신주)_(0.4g/200mL/백)",ciprofloxacin,428
아토디핀정_(1정),amlodipine besylate (as amlodipine),428
듀록타캡슐60밀리그램(둘록세틴염산염)_(67.3mg/1캡슐),duloxetine hydrochloride (as duloxetine),428
클록시브캡슐(세레콕시브)_(0.2g/1캡슐),celecoxib,428
가바렉스캡슐300mg(가바펜틴)_(0.3g/1캡슐),gabapentin,428
네스티칼현탁액(폴리스티렌설폰산칼슘)_(5g/20mL),polystyrene sulfonate calcium,428
케노펜겔(케토프로펜)_(6g/200g),ketoprofen,428
"크라목신주0.6그람(수출명:SHINACINInjection0.6g,ATADAR Injection 0.6g)_(1병)",amoxicillin sodium,428
리피오돌울트라액(아이오다이즈드오일)_(12.8g/10mL),ethyl esters of the iodised fatty acids of poppyseed oil,428
히아란주(히알루론산나트륨)_(20mg/2mL),sodium hyaluronate,428
알피가바펜틴캡슐300mg_(0.3g/1캡슐),gabapentin,427
로바이드정20mg(로수바스타틴칼슘)_(20.8mg/1정),rosuvastatin calcium (as rosuvastatin),427
라미실크림1%(테르비나핀염산염)_(0.15g/15g),terbinafine hydrochloride,427
리피탑정10밀리그램(아토르바스타틴칼슘수화물)_(10.85mg/1정),atorvastatin calcium (as atorvastatin),427
카버락틴정1mg(카베르골린)_(1mg/1정),Cabergoline,426
헤데란시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),ivy leaf 70% ethanol fluid ext.,426
제로레보정60밀리그램(레보드로프로피진)_(60mg/1정),levodropropizine,426
테베텐정600밀리그램(에프로사르탄메실산염)_(0.7358g/1정),eprosartan mesylate (as eprosartan),426
올메디핀정5/20mg_(1정),amlodipine besylate (as amlodipine),426
칸데살탄정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),candesartan cilexetil,426
실로큐민정_(1정),cilostazol,426
코부테롤패취1밀리그램(툴로부테롤)_(2.25X2.25㎠/1매),tulobuterol,426
글루테니어정500mg(메트포르민염산염)_(0.5g/1정),metformin hydrochloride,425
란프톤캡슐30밀리그램(란소프라졸)_(30mg/1캡슐),lansoprazole,425
듀오포지정10/160밀리그램_(1정),amlodipine besylate (as amlodipine),425
글루타존정(피오글리타존염산염)_(16.53mg/1정),pioglitazone hydrochloride (as pioglitazone),425
"키트루다주(펨브롤리주맙,유전자재조합)_(0.1g/4mL)",pembrolizumab,425
"다파글엠서방정10/500밀리그램(다파글리플로진프로판디올수화물,메트포르민염산염)_(1정)",dapagliflozin propanediol hydrate,425
유니에피정10밀리그램(에피나스틴염산염)_(10mg/1정),epinastine hydrochloride,425
메가콕시브캡슐100밀리그램(세레콕시브)_(0.1g/1캡슐),celecoxib,425
미뉴린정0.1밀리그램(데스모프레신아세트산염)_(0.1mg/1정),desmopressin acetate (as desmopressin),424
듀오탄정80/12.5mg_(1정),hydrochlorothiazide,424
에제스타정10/10_(1정),ezetimibe,424
린버크서방정30밀리그램(유파다시티닙반수화물)_(30.7mg/1정),upadacitinib hemihydrate (as upadacitinib),424
케이넵틴정(티아넵틴나트륨)_(12.5mg/1정),sodium tianeptine,424
인트랙정6.25밀리그램(카르베딜롤)_(6.25mg/1정),carvedilol,424
스모프리피드20%주_(250mL),medium chain triglyceride,424
란소큐캡슐30밀리그램(란소프라졸)_(30mg/1캡슐),lansoprazole,424
할시온정0.125밀리그램(트리아졸람)_(0.125mg/1정),triazolam,423
메게이스내복현탁액(메게스트롤아세테이트)_(0.4g/10mL),megestrol acetate,423
뉴사탄정160밀리그램(발사르탄)_(0.16g/1정),valsartan,423
베시캄정10밀리그램(솔리페나신숙신산염)_(10mg/1정),solifenacin succinate,423
시타정100밀리그램(시타글립틴인산염수화물)_(0.1285g/1정),sitagliptin phosphate hydrate (as sitagliptin),423
니작시드캡슐150밀리그램(니자티딘)_(0.15g/1캡슐),nizatidine,423
로디스타정80/5밀리그램_(1정),amlodipine besylate (as amlodipine),423
