1category,code,disease_names,patient_count,occurrence_count
unique_disease_codes,BM2422,"[""(한방)인대장애, 위팔"",""(한방)인대장애 위팔""]",75,261
unique_disease_codes,AD383,"[""(양방)종격의 행동양식 불명 또는 미상의 신생물""]",75,216
unique_disease_codes,BM7923,"[""(한방)상세불명의 신경통 및 신경염, 아래팔"",""(한방)상세불명의 신경통 및 신경염 아래팔""]",75,208
unique_disease_codes,BG478,"[""(한방)기타 수면장애""]",75,207
unique_disease_codes,AH183,"[""(양방)각막조직의 변화""]",75,186
unique_disease_codes,AM4399,"[""(양방)상세불명의 변형성 등병증, 상세불명의 부위"",""(양방)상세불명의 변형성 등병증 상세불명의 부위""]",75,165
unique_disease_codes,AA748,"[""(양방)기타 클라미디아질환""]",75,142
unique_disease_codes,AH3540,"[""(양방)격자형망막변성""]",75,141
unique_disease_codes,AL548,"[""(양방)달리 분류된 기타 질환에서의 홍반""]",75,140
unique_disease_codes,AM0220,"[""(양방)예방접종후관절병증, 여러 부위"",""(양방)예방접종후관절병증 여러 부위""]",75,129
unique_disease_codes,AL109,"[""(양방)상세불명의 천포창""]",75,117
unique_disease_codes,AZ299,"[""(양방)상세불명의 예방적 조치""]",75,115
unique_disease_codes,AL21,"[""(양방)지루피부염""]",75,114
unique_disease_codes,AK0629,"[""(양방)외상과 연관된 상세불명의 잇몸 및 자연치아치조융기의 병변""]",75,92
unique_disease_codes,AC229,"[""(양방)상세불명의 간의 악성 신생물""]",74,794
unique_disease_codes,BL300,"[""(한방)동전모양피부염""]",74,777
unique_disease_codes,AI350,"[""(양방)대동맥판협착""]",74,776
unique_disease_codes,AF90,"[""(양방)운동과다장애""]",74,612
unique_disease_codes,AS8201,"[""(양방)무릎뼈의 골절 개방성"",""(양방)무릎뼈의 골절, 개방성""]",74,507
unique_disease_codes,AM2452,"[""(양방)관절의 구축 위팔"",""(양방)관절의 구축, 위팔""]",74,469
unique_disease_codes,BL505,"[""(한방)콜린성 두드러기""]",74,354
unique_disease_codes,AO109,"[""(양방)임신 출산 및 산후기에 합병된 상세불명의 전에 있던 고혈압"",""(양방)임신, 출산 및 산후기에 합병된 상세불명의 전에 있던 고혈압""]",74,256
unique_disease_codes,BK319,"[""(한방)위 및 십이지장의 상세불명 질환""]",74,250
unique_disease_codes,BS8600,"[""(한방)아킬레스힘줄의 손상, 열상"",""(한방)아킬레스힘줄의 손상 열상""]",74,226
unique_disease_codes,AM4604,"[""(양방)척추성 골부착부병증, 흉추부"",""(양방)척추성 골부착부병증 흉추부"",""""]",74,220
unique_disease_codes,AM2543,"[""(양방)관절의 삼출액, 아래팔"",""(양방)관절의 삼출액 아래팔""]",74,193
unique_disease_codes,AM5411,"[""(양방)신경뿌리병증 후두환축부"",""(양방)신경뿌리병증, 후두환축부""]",74,187
unique_disease_codes,AE048,"[""(양방)기타 명시된 비독성 고이터"",""""]",74,179
unique_disease_codes,BM4782,"[""(한방)기타 척추증 경부"",""(한방)기타 척추증, 경부""]",74,167
unique_disease_codes,AD849,"[""(양방)상세불명의 면역결핍""]",74,157
unique_disease_codes,BR113,"[""(한방)구토를 동반한 구역""]",74,152
unique_disease_codes,AB3740,"[""(양방)칸디다 방광염(N33.8*) 및 요도염(N37.0*)""]",74,150
unique_disease_codes,AR203,"[""(양방)감각과민""]",74,129
unique_disease_codes,AD698,"[""(양방)기타 명시된 출혈성 병태""]",74,120
unique_disease_codes,AM258,"[""(양방)기타 명시된 관절장애""]",74,112
unique_disease_codes,BM4306,"[""(한방)척추분리증 요추부"",""(한방)척추분리증, 요추부""]",73,446
unique_disease_codes,AE209,"[""(양방)상세불명의 부갑상선기능저하증""]",73,426
unique_disease_codes,AK7413,"[""(양방)간경화증 대상성"",""(양방)간경화증, 대상성""]",73,361
unique_disease_codes,AJ869,"[""(양방)누공이 없는 농흉""]",73,347
unique_disease_codes,AG549,"[""(양방)상세불명의 신경근 및 신경총 장애""]",73,342
unique_disease_codes,BR611,"[""(한방)전신다한증""]",73,283
unique_disease_codes,AM72959,"[""(양방)상세불명의 섬유모세포 장애, 골반 부분 및 대퇴"",""(양방)상세불명의 섬유모세포 장애 골반 부분 및 대퇴""]",73,215
unique_disease_codes,AZ512,"[""(양방)기타 화학요법을 위하여 보건서비스와 접하고 있는 사람""]",73,204
unique_disease_codes,AM1285,"[""(양방)달리 분류되지 않은 기타 명시된 관절병증, 골반 부분 및 대퇴"",""(양방)달리 분류되지 않은 기타 명시된 관절병증 골반 부분 및 대퇴""]",73,189
unique_disease_codes,BM7977,"[""(한방)섬유근통, 발목 및 발"",""(한방)섬유근통 발목 및 발""]",73,180
unique_disease_codes,AK5782,"[""(양방)출혈을 동반하지 않은 천공 및 농양이 있는 상세불명 부분의 장의 게실병 게실염"",""(양방)출혈을 동반하지 않은 천공 및 농양이 있는 상세불명 부분의 장의 게실병, 게실염""]",73,179
unique_disease_codes,AB972,"[""(양방)다른 장에서 분류된 질환의 원인으로서의 코로나바이러스""]",73,176
unique_disease_codes,AL255,"[""(양방)음식물을 제외한 식물에 의한 상세불명의 접촉피부염""]",73,147
unique_disease_codes,AS835,"[""(양방)무릎의 (전)(후)십자인대를 침범한 염좌 및 긴장""]",73,142
unique_disease_codes,AH680,"[""(양방)귀인두관염""]",73,127
unique_disease_codes,AZ421,"[""(양방)유방의 성형수술을 포함한 추적치료를 위하여 보건서비스와 접하고 있는 사람""]",73,127
unique_disease_codes,AT2412,"[""(양방)발목 및 발을 제외한 엉덩이 및 다리의 1도 화상, 아래다리"",""(양방)발목 및 발을 제외한 엉덩이 및 다리의 1도 화상 아래다리""]",73,102
unique_disease_codes,AZ538,"[""(양방)기타 이유로 실행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람""]",73,95
unique_disease_codes,AT636,"[""(양방)기타 바다동물과의 접촉의 독성효과""]",73,94
unique_disease_codes,AM1919,"[""(양방)기타 관절의 외상후 관절증, 상세불명 부분"",""(양방)기타 관절의 외상후 관절증 상세불명 부분""]",73,89
unique_disease_codes,AT1729,"[""(양방)인두의 이물, 상세불명의 이물"",""(양방)인두의 이물 상세불명의 이물""]",73,88
unique_disease_codes,AI691,"[""(양방)뇌내출혈의 후유증""]",72,625
unique_disease_codes,AL940,"[""(양방)국소적 피부경화증""]",72,621
unique_disease_codes,AM0091,"[""(양방)상세불명의 화농성 관절염, 어깨부분"",""(양방)상세불명의 화농성 관절염 어깨부분""]",72,534
unique_disease_codes,AK863,"[""(양방)췌장의 가성낭""]",72,430
unique_disease_codes,AF103,"[""(양방)알코올의 금단상태""]",72,408
unique_disease_codes,AS42140,"[""(양방)견봉돌기의 골절, 폐쇄성"",""(양방)견봉돌기의 골절 폐쇄성""]",72,335
unique_disease_codes,AK7011,"[""(양방)복수를 동반한 알코올성 간염""]",72,333
unique_disease_codes,AI7000,"["""",""(양방)괴저를 동반하지 않은 대동맥의 죽상경화증""]",72,321
unique_disease_codes,AM8590,"[""(양방)골밀도 및 구조의 상세불명 장애 여러 부위"",""(양방)골밀도 및 구조의 상세불명 장애, 여러 부위""]",72,295
unique_disease_codes,AG904,"[""(양방)자율신경성 반사이상""]",72,244
unique_disease_codes,AD304,"[""(양방)요도의 양성 신생물""]",72,239
unique_disease_codes,AG40,"[""(양방)뇌전증""]",72,223
unique_disease_codes,AH184,"[""(양방)각막 변성""]",72,209
unique_disease_codes,AI698,"[""(양방)기타 및 상세불명의 뇌혈관질환의 후유증""]",72,175
unique_disease_codes,AM4192,"[""(양방)상세불명의 척주측만증 경부"",""(양방)상세불명의 척주측만증, 경부""]",72,152
unique_disease_codes,AQ512,"[""(양방)자궁의 기타 중복""]",72,142
unique_disease_codes,AR828,"[""(양방)요의 세포학적 및 조직학적 검사상 이상소견""]",72,134
unique_disease_codes,AL748,"[""(양방)기타 에크린땀샘장애""]",72,127
unique_disease_codes,AS6234,"[""(양방)기타 중수골 목의 골절""]",72,119
unique_disease_codes,AN228,"[""(양방)달리 분류된 기타 질환에서의 요로의 결석""]",72,96
unique_disease_codes,AT2312,"[""(양방)손목 및 손의 1도 화상 엄지손가락을 포함하지 않는 여러 손가락(손톱)"",""(양방)손목 및 손의 1도 화상, 엄지손가락을 포함하지 않는 여러 손가락(손톱)""]",72,95
unique_disease_codes,AW548,"[""(양방)개에 물림 또는 부딪힘, 기타 명시된 장소"",""(양방)개에 물림 또는 부딪힘 기타 명시된 장소""]",72,90
unique_disease_codes,AD469,"[""(양방)상세불명의 골수형성이상증후군""]",71,2595
unique_disease_codes,AI050,"[""(양방)승모판협착""]",71,1109
unique_disease_codes,AE1068,"[""(양방)달리 분류되지 않은 기타 명시된 합병증을 동반한 1형 당뇨병""]",71,836
unique_disease_codes,BL659,"[""(한방)상세불명의 비흉터성 모발손실""]",71,740
unique_disease_codes,AK7464,"[""(양방)간의 기타 및 상세불명의 경변증 비대상성"",""(양방)간의 기타 및 상세불명의 경변증, 비대상성""]",71,664
unique_disease_codes,AI341,"[""(양방)승모판탈출""]",71,502
unique_disease_codes,AH4029,"[""(양방)상세불명의 원발성 폐쇄우각녹내장""]",71,321
unique_disease_codes,AS9231,"[""(양방)중족골의 골절, 개방성"",""(양방)중족골의 골절 개방성""]",71,307
unique_disease_codes,BL5080,"[""(한방)만성 두드러기""]",71,300
unique_disease_codes,AF191,"[""(양방)여러 약물 사용 및 기타 정신활성물질의 유해한 사용""]",71,280
unique_disease_codes,BM6521,"[""(한방)석회성 힘줄염 어깨부분"",""(한방)석회성 힘줄염, 어깨부분""]",71,252
unique_disease_codes,AN4502,"[""(양방)농양을 동반한 부고환-고환염""]",71,216
unique_disease_codes,AM4692,"[""(양방)상세불명의 염증성 척추병증, 경부"",""(양방)상세불명의 염증성 척추병증 경부""]",71,213
unique_disease_codes,AM2485,"[""(양방)달리 분류되지 않은 기타 특정 관절장애, 골반 부분 및 대퇴"",""(양방)달리 분류되지 않은 기타 특정 관절장애 골반 부분 및 대퇴""]",71,212
unique_disease_codes,AM1918,"[""(양방)기타 관절의 외상후 관절증 기타 부분"",""(양방)기타 관절의 외상후 관절증, 기타 부분""]",71,205
unique_disease_codes,AL138,"[""(양방)기타 명시된 수포성 장애""]",71,197
unique_disease_codes,AK2511,"[""(양방)천공이 있는 급성 위궤양""]",71,196
unique_disease_codes,AH2002,"[""(양방)이차성 감염성 홍채섬모체염""]",71,190
unique_disease_codes,AH059,"[""(양방)안와의 상세불명 장애""]",71,182
unique_disease_codes,AS3600,"[""(양방)강내로의 열린상처가 없는 비장의 손상""]",71,180
unique_disease_codes,AD354,"[""(양방)송과선의 양성 신생물""]",71,128
unique_disease_codes,BR630,"[""(한방)식욕부진""]",71,124
unique_disease_codes,AH700,"[""(양방)급성 유돌염""]",71,122
unique_disease_codes,AK802,"[""(양방)담낭염이 없는 담낭의 결석""]",71,120
unique_disease_codes,AO641,"[""(양방)둔부태위로 인한 난산""]",71,85
unique_disease_codes,AO688,"[""(양방)태아스트레스의 기타 증거가 합병된 진통 및 분만""]",71,85
unique_disease_codes,AR52,"[""(양방)달리 분류되지 않은 통증""]",71,81
unique_disease_codes,AK02,"[""(양방)치아우식""]",71,76
unique_disease_codes,AC07,"[""(양방)귀밑샘의 악성 신생물""]",70,1375
unique_disease_codes,AC5051,"[""(양방)유방의 하외사분의 악성 신생물 왼쪽"",""(양방)유방의 하외사분의 악성 신생물, 왼쪽""]",70,1173
unique_disease_codes,AC3430,"[""(양방)하엽 기관지 또는 폐의 악성 신생물 오른쪽"",""(양방)하엽, 기관지 또는 폐의 악성 신생물, 오른쪽""]",70,1112
unique_disease_codes,AM0800,"[""(양방)연소성 류마티스관절염, 여러 부위"",""(양방)연소성 류마티스관절염 여러 부위""]",70,1103
unique_disease_codes,AK7439,"[""(양방)원발성 담즙성 경변증,상세불명"",""(양방)원발성 담즙성 경변증상세불명""]",70,748
unique_disease_codes,AM05899,"[""(양방)상세불명 기타 혈청검사양성 류마티스관절염 상세불명 부분"",""(양방)상세불명 기타 혈청검사양성 류마티스관절염, 상세불명 부분""]",70,713
unique_disease_codes,AF913,"[""(양방)적대적 반항장애""]",70,605
unique_disease_codes,AG809,"[""(양방)상세불명의 뇌성마비""]",70,604
unique_disease_codes,AS42420,"[""(양방)상완골의 관절융기위골절 폐쇄성"",""(양방)상완골의 관절융기위골절, 폐쇄성""]",70,505
unique_disease_codes,AM8280,"[""(양방)달리 분류된 기타 질환에서의 골다공증 여러 부위"",""(양방)달리 분류된 기타 질환에서의 골다공증, 여러 부위""]",70,414
unique_disease_codes,AS82321,"[""(양방)비골 골절(모든 부분)을 동반한 경골 하단의 골절 개방성"",""(양방)비골 골절(모든 부분)을 동반한 경골 하단의 골절, 개방성""]",70,411
unique_disease_codes,BL0300,"[""(한방)손가락의 연조직염""]",70,377
unique_disease_codes,AS442,"[""(양방)위팔 부위의 요골신경의 손상""]",70,375
unique_disease_codes,AS342,"[""(양방)요추 및 천추의 신경근 손상""]",70,322
unique_disease_codes,AM6211,"[""(양방)근육의 기타 파열 (비외상성), 어깨부분"",""(양방)근육의 기타 파열 (비외상성) 어깨부분""]",70,302
unique_disease_codes,AM7104,"[""(양방)윤활낭의 농양, 손"",""(양방)윤활낭의 농양 손""]",70,287
unique_disease_codes,AM1040,"[""(양방)기타 이차성 통풍 여러 부위"",""(양방)기타 이차성 통풍, 여러 부위""]",70,282
unique_disease_codes,AM146,"[""(양방)신경병성 관절병증""]",70,276
unique_disease_codes,BM6743,"[""(한방)결절종, 아래팔"",""(한방)결절종 아래팔""]",70,271
unique_disease_codes,AM4033,"[""(양방)편평등증후군 경흉추부"",""(양방)편평등증후군, 경흉추부""]",70,257
unique_disease_codes,AM41142,"[""(양방)청소년기 특발성 척주측만증, 흉추부"",""(양방)청소년기 특발성 척주측만증 흉추부""]",70,236
unique_disease_codes,AM7116,"[""(양방)기타 감염성 윤활낭염 아래다리"",""(양방)기타 감염성 윤활낭염, 아래다리""]",70,223
unique_disease_codes,AQ784,"["""",""(양방)내연골종증""]",70,216
unique_disease_codes,AN73,"[""(양방)기타 여성골반염증질환""]",70,209
unique_disease_codes,AM7133,"[""(양방)기타 윤활낭낭 아래팔"",""(양방)기타 윤활낭낭, 아래팔""]",70,150
unique_disease_codes,AK668,"[""(양방)복막의 기타 명시된 장애""]",70,146
unique_disease_codes,BF439,"[""(한방)심한 스트레스에 대한 상세불명의 반응""]",70,140
unique_disease_codes,AM6296,"[""(양방)근육의 상세불명 장애, 아래다리"",""(양방)근육의 상세불명 장애 아래다리""]",70,132
unique_disease_codes,AD227,"[""(양방)엉덩이를 포함한 다리의 멜라닌세포모반""]",70,132
unique_disease_codes,AT335,"[""(양방)손목 및 손의 표재성 동상""]",70,117
unique_disease_codes,AZ452,"[""(양방)혈관통로장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람""]",70,105
unique_disease_codes,AA35,"[""(양방)기타 파상풍""]",70,103
unique_disease_codes,AR10409,"[""(양방)상세불명 부위의 복부압통""]",70,102
unique_disease_codes,C209,"[""(약국)소화기계/복통""]",70,90
unique_disease_codes,AO4201,"[""(양방)양막의 조기파열후 24시간 이내 진통 시작 후기조산(34주 이상 ~ 37주 미만)"",""(양방)양막의 조기파열후 24시간 이내 진통 시작, 후기조산(34주 이상 ~ 37주 미만)""]",70,85
unique_disease_codes,AC250,"[""(양방)췌장의 두부의 악성 신생물""]",69,1854
unique_disease_codes,AF845,"[""(양방)아스퍼거증후군""]",69,1430
unique_disease_codes,AG309,"[""(양방)상세불명의 알츠하이머병""]",69,598
unique_disease_codes,BI739,"[""(한방)상세불명의 말초혈관병""]",69,525
unique_disease_codes,AN048,"[""(양방)기타 신증후군""]",69,426
unique_disease_codes,AF309,"[""(양방)상세불명의 조증 에피소드""]",69,419
unique_disease_codes,BG563,"[""(한방)요골신경의 병변""]",69,388
unique_disease_codes,AM1046,"[""(양방)기타 이차성 통풍 아래다리"",""(양방)기타 이차성 통풍, 아래다리""]",69,351
unique_disease_codes,AM8687,"[""(양방)기타 골수염, 발목 및 발"",""(양방)기타 골수염 발목 및 발""]",69,349
unique_disease_codes,AO100,"[""(양방)임신, 출산 및 산후기에 합병된 전에 있던 본태성 고혈압"",""(양방)임신 출산 및 산후기에 합병된 전에 있던 본태성 고혈압""]",69,328
unique_disease_codes,AQ444,"[""(양방)총담관낭""]",69,326
unique_disease_codes,AD434,"[""(양방)척수의 행동양식 불명 또는 미상의 신생물""]",69,311
unique_disease_codes,AM9906,"[""(양방)분절 또는 신체의 기능장애, 하지"",""(양방)분절 또는 신체의 기능장애 하지""]",69,283
unique_disease_codes,AM162,"[""(양방)형성이상으로 인한 양쪽 고관절증""]",69,272
unique_disease_codes,AD331,"[""(양방)천막하 뇌의 양성 신생물""]",69,254
unique_disease_codes,AH4022,"[""(양방)간헐성 폐쇄우각녹내장""]",69,246
unique_disease_codes,AM9497,"[""(양방)연골의 상세불명 장애, 발목 및 발"",""(양방)연골의 상세불명 장애 발목 및 발""]",69,245
unique_disease_codes,AM6789,"[""(양방)윤활막 및 힘줄의 기타 명시된 장애 상세불명 부분"",""(양방)윤활막 및 힘줄의 기타 명시된 장애, 상세불명 부분""]",69,245
unique_disease_codes,BS3210,"[""(한방)천골(薦骨)의 골절 폐쇄성"",""(한방)천골(薦骨)의 골절, 폐쇄성""]",69,236
unique_disease_codes,BM4797,"[""(한방)상세불명의 척추증 요천부"",""(한방)상세불명의 척추증, 요천부""]",69,228
unique_disease_codes,AM4312,"[""(양방)척추전방전위증 경부"",""(양방)척추전방전위증, 경부""]",69,215
unique_disease_codes,AI720,"[""(양방)경동맥의 동맥류 및 박리""]",69,203
unique_disease_codes,AM431,"[""(양방)척추전방전위증""]",69,197
unique_disease_codes,AS3700,"[""(양방)강내로의 열린상처가 없는 신장의 손상""]",69,195
unique_disease_codes,AS040,"[""(양방)시신경 및 시각로의 손상""]",69,167
unique_disease_codes,AT780,"[""(양방)음식의 유해작용으로 인한 아나필락시스쇼크""]",69,161
unique_disease_codes,AR638,"[""(양방)음식 및 수액 섭취에 관계된 기타 증상 및 징후""]",69,158
unique_disease_codes,AH5029,"[""(양방)상세불명의 수직사시""]",69,154
unique_disease_codes,AN111,"[""(양방)만성 폐색성 신우신염""]",69,151
unique_disease_codes,AM6027,"[""(양방)달리 분류되지 않은 연조직의 이물육아종, 발목 및 발"",""(양방)달리 분류되지 않은 연조직의 이물육아종 발목 및 발""]",69,133
unique_disease_codes,AN907,"[""(양방)외음낭""]",69,133
unique_disease_codes,AH81,"[""(양방)전정기능의 장애""]",69,127
unique_disease_codes,AK75,"[""(양방)기타 염증성 간질환""]",69,118
unique_disease_codes,AZ278,"[""(양방)감염성 질환의 기타 복합에 대한 예방접종의 필요""]",69,115
unique_disease_codes,AO3433,"[""(양방)자궁경부부전에 대한 산모관리, 임신 37주 이상 ~ 42주 미만"",""(양방)자궁경부부전에 대한 산모관리 임신 37주 이상 ~ 42주 미만""]",69,99
unique_disease_codes,AE1040,"[""(양방)당뇨병성 단일신경병증을 동반한 1형 당뇨병""]",68,603
unique_disease_codes,AG600,"[""(양방)유전성 운동 및 감각 신경병증""]",68,516
unique_disease_codes,AQ172,"[""(양방)소이증(小耳症)""]",68,500
unique_disease_codes,AE1172,"[""(양방)기타 및 상세불명의 당뇨병성 족부합병증을 동반한 2형 당뇨병""]",68,416
unique_disease_codes,AN358,"[""(양방)기타 요도협착""]",68,411
unique_disease_codes,AS42430,"[""(양방)상완골 외측관절융기의 골절 폐쇄성"",""(양방)상완골 외측관절융기의 골절, 폐쇄성""]",68,401
unique_disease_codes,BF459,"[""(한방)상세불명의 신체형장애""]",68,386
unique_disease_codes,AF43,"[""(양방)심한 스트레스에 대한 반응 및 적응장애""]",68,331
unique_disease_codes,BS4678,"[""(한방)어깨 및 위팔 부위의 다발성 근육 및 힘줄의 손상, 기타 및 상세불명의 손상"",""(한방)어깨 및 위팔 부위의 다발성 근육 및 힘줄의 손상 기타 및 상세불명의 손상""]",68,319
unique_disease_codes,BF411,"[""(한방)범불안장애""]",68,297
unique_disease_codes,AM797,"[""(양방)섬유근통""]",68,285
unique_disease_codes,AZ501,"[""(양방)기타 물리요법을 위하여 보건서비스와 접하고 있는 사람""]",68,282
unique_disease_codes,AM2402,"[""(양방)관절안의 유리체 위팔"",""(양방)관절안의 유리체, 위팔""]",68,252
unique_disease_codes,AS4670,"[""(양방)어깨 및 위팔 부위의 다발성 근육 및 힘줄의 손상, 열상"",""(양방)어깨 및 위팔 부위의 다발성 근육 및 힘줄의 손상 열상""]",68,232
unique_disease_codes,BG441,"[""(한방)달리 분류되지 않은 혈관성 두통""]",68,207
unique_disease_codes,BS6698,"[""(한방)손목 및 손 부위의 상세불명 근육 및 힘줄의 손상, 기타 및 상세불명의 손상"",""(한방)손목 및 손 부위의 상세불명 근육 및 힘줄의 손상 기타 및 상세불명의 손상""]",68,180
unique_disease_codes,AE320,"[""(양방)흉선의 지속증식증""]",68,148
unique_disease_codes,AM5383,"[""(양방)기타 명시된 등병증, 경흉추부"",""(양방)기타 명시된 등병증 경흉추부""]",68,146
unique_disease_codes,AK562,"[""(양방)장염전""]",68,143
unique_disease_codes,AT2005,"[""(양방)머리 및 목의 상세불명 정도의 화상 이마와 볼"",""(양방)머리 및 목의 상세불명 정도의 화상, 이마와 볼""]",68,134
unique_disease_codes,AS430,"[""(양방)어깨관절의 탈구""]",68,131
unique_disease_codes,AO720,"[""(양방)제3기 출혈""]",68,129
unique_disease_codes,AS01,"[""(양방)머리의 열린상처""]",68,126
unique_disease_codes,AS6253,"[""(양방)엄지손가락의 원위지골 골절""]",68,123
unique_disease_codes,AA881,"[""(양방)유행성 현기증""]",68,117
unique_disease_codes,AJ2188,"[""(양방)기타 명시된 병원체에 의한 급성 세기관지염""]",68,113
unique_disease_codes,AC3411,"[""(양방)상엽, 기관지 또는 폐의 악성 신생물, 왼쪽"",""(양방)상엽 기관지 또는 폐의 악성 신생물 왼쪽""]",67,1268
unique_disease_codes,AS68102,"[""(양방)오른쪽 가운데손가락의 외상성 경지골 절단(완전)(부분)""]",67,555
unique_disease_codes,AC787,"[""(양방)간 및 간내 담관의 이차성 악성 신생물""]",67,444
unique_disease_codes,BU772,"[""(한방)충임허한증(衝任虛寒證)""]",67,419
unique_disease_codes,AK740,"[""(양방)간섬유증""]",67,361
unique_disease_codes,AE242,"[""(양방)약물유발 쿠싱증후군""]",67,349
unique_disease_codes,BK117,"[""(한방)침분비의 장애""]",67,293
unique_disease_codes,AK5091,"[""(양방)상세불명의 크론병 중등도"",""(양방)상세불명의 크론병, 중등도"",""""]",67,284
unique_disease_codes,AM6141,"[""(양방)근육의 기타 석회화, 어깨부분"",""(양방)근육의 기타 석회화 어깨부분""]",67,281
unique_disease_codes,AM4788,"[""(양방)기타 척추증 천추 및 천미추부"",""(양방)기타 척추증, 천추 및 천미추부""]",67,272
unique_disease_codes,AJ4581,"[""(양방)아스피린 과민성 천식""]",67,224
unique_disease_codes,BM2385,"[""(한방)무릎의 기타 내부장애 내측곁인대"",""(한방)무릎의 기타 내부장애, 내측곁인대""]",67,208
unique_disease_codes,AM2495,"[""(양방)상세불명의 관절장애, 골반 부분 및 대퇴"",""(양방)상세불명의 관절장애 골반 부분 및 대퇴""]",67,196
unique_disease_codes,AG98,"[""(양방)달리 분류되지 않은 신경계통의 기타 장애"",""""]",67,195
unique_disease_codes,AM7939,"[""(양방)상세불명의 지방층염 상세불명 부분"",""(양방)상세불명의 지방층염, 상세불명 부분""]",67,171
unique_disease_codes,AM2498,"[""(양방)상세불명의 관절장애 기타 부분"",""(양방)상세불명의 관절장애, 기타 부분""]",67,153
unique_disease_codes,AN883,"[""(양방)자궁경부의 무력증""]",67,150
unique_disease_codes,AJ930,"[""(양방)자발성 긴장기흉""]",67,147
unique_disease_codes,AT630,"[""(양방)뱀독의 독성효과""]",67,146
unique_disease_codes,AH544,"[""(양방)단안실명""]",67,145
unique_disease_codes,AC50,"[""(양방)유방의 악성 신생물""]",67,140
unique_disease_codes,AM638,"[""(양방)달리 분류된 질환에서의 근육의 기타 장애""]",67,138
unique_disease_codes,AM2179,"[""(양방)사지길이부동(후천성), 상세불명 부분"",""(양방)사지길이부동(후천성) 상세불명 부분""]",67,132
unique_disease_codes,AS022,"[""(양방)비골의 골절""]",67,116
unique_disease_codes,AE168,"[""(양방)기타 명시된 췌장내분비의 장애""]",67,112
unique_disease_codes,AO049,"[""(양방)합병증이 없는 완전 또는 상세불명의 의학적 유산""]",67,110
unique_disease_codes,AH3500,"[""(양방)망막혈관형태의 변화""]",67,103
unique_disease_codes,AZ750,"[""(양방)가정에서 이용할 수 없는 의료서비스""]",67,87
unique_disease_codes,AI15,"[""(양방)이차성 고혈압""]",67,74
unique_disease_codes,AF421,"[""(양방)현저한 강박행위[강박적 의식(儀式)]""]",66,1121
unique_disease_codes,AN050,"[""(양방)소사구체이상을 동반한 상세불명의 신염증후군""]",66,950
unique_disease_codes,BL719,"[""(한방)상세불명의 주사""]",66,678
unique_disease_codes,AJ385,"[""(양방)후두연축""]",66,506
unique_disease_codes,AS82281,"[""(양방)경골 몸통의 기타 골절 개방성"",""(양방)경골 몸통의 기타 골절, 개방성""]",66,424
unique_disease_codes,AE273,"[""(양방)약물유발 부신피질부전""]",66,368
unique_disease_codes,AC7809,"[""(양방)폐의 이차성 악성 신생물, 상세불명 쪽"",""(양방)폐의 이차성 악성 신생물 상세불명 쪽""]",66,358
unique_disease_codes,AH201,"[""(양방)만성 홍채섬모체염""]",66,355
unique_disease_codes,AF31,"[""(양방)양극성 정동장애""]",66,335
unique_disease_codes,BM9951,"[""(한방)신경관의 추간판협착 경추부위"",""(한방)신경관의 추간판협착, 경추부위""]",66,312
unique_disease_codes,AM9931,"[""(양방)신경관의 골성 협착 경추부위"",""(양방)신경관의 골성 협착, 경추부위""]",66,296
unique_disease_codes,AM1226,"[""(양방)(착색) 융모결절성 윤활막염, 아래다리"",""(양방)(착색) 융모결절성 윤활막염 아래다리""]",66,287
unique_disease_codes,AM06901,"[""(양방)중등도 상세불명의 류마티스관절염 여러 부위"",""(양방)중등도 상세불명의 류마티스관절염, 여러 부위""]",66,276
unique_disease_codes,AL402,"[""(양방)연속성 말단피부염""]",66,269
unique_disease_codes,AM7281,"[""(양방)기타 섬유모세포장애 어깨부분"",""(양방)기타 섬유모세포장애, 어깨부분""]",66,258
unique_disease_codes,BM702,"[""(한방)주두윤활낭염""]",66,250
unique_disease_codes,BM72910,"[""(한방)근막염 NOS 어깨부분"",""(한방)근막염 NOS, 어깨부분""]",66,242
unique_disease_codes,AM7107,"[""(양방)윤활낭의 농양 발목 및 발"",""(양방)윤활낭의 농양, 발목 및 발""]",66,241
unique_disease_codes,BG575,"[""(한방)발목터널증후군""]",66,229
unique_disease_codes,AM4605,"[""(양방)척추성 골부착부병증 흉요추부"",""(양방)척추성 골부착부병증, 흉요추부""]",66,224
unique_disease_codes,AM7695,"[""(양방)상세불명의 다리의 골부착부병증 골반 부분 및 대퇴"",""(양방)상세불명의 다리의 골부착부병증, 골반 부분 및 대퇴""]",66,209
unique_disease_codes,AQ2101,"[""(양방)막주변 심실중격결손""]",66,200
unique_disease_codes,AQ046,"[""(양방)선천성 대뇌낭""]",66,198
unique_disease_codes,AI832,"[""(양방)궤양과 염증을 동반한 하지의 정맥류""]",66,178
unique_disease_codes,AK5731,"[""(양방)출혈을 동반한 천공 또는 농양이 없는 대장의 게실병 게실증"",""(양방)출혈을 동반한 천공 또는 농양이 없는 대장의 게실병, 게실증""]",66,170
unique_disease_codes,AK620,"[""(양방)항문폴립""]",66,165
unique_disease_codes,AM2414,"[""(양방)기타 관절연골장애, 손"",""(양방)기타 관절연골장애 손""]",66,147
