category,name,code,patient_count,occurrence_count,first_occurrence,last_occurrence
unique_diseases,(양방)상악제2대구치의 매복,AK01162,86,113,20200104,20250131
unique_diseases,(양방)분만 제2기의 지연,AO631,86,89,20200212,20250503
unique_diseases,(양방)미만성 메산지음 증식성 사구체신염을 동반한 만성 신염증후군,AN033,85,1233,20200106,20250519
unique_diseases,"(양방)양극성 정동장애, 현존 경조증",AF310,85,807,20200110,20241206
unique_diseases,(한방)상세불명의 유방의 악성 신생물 상세불명 쪽,BC5099,85,793,20210512,20250716
unique_diseases,(양방)중추신경계통의 탈수초질환에서의 급성 횡단척수염,AG373,85,755,20200115,20250612
unique_diseases,(양방)상세불명의 해리[전환]장애,AF449,85,602,20200102,20250604
unique_diseases,"(양방)델타-병원체가 있는 만성 바이러스B형간염, 기타 및 상세불명의 기간",AB1809,85,553,20210113,20241224
unique_diseases,(한방)위열증(胃熱證),BU733,85,411,20200515,20250520
unique_diseases,(한방)요통,BM545,85,411,20200201,20250529
unique_diseases,(양방)상세불명의 당뇨병,AE14,85,401,20200103,20250630
unique_diseases,"(양방)T11 및 T12 부위의 골절, 폐쇄성",AS22070,85,372,20200104,20241206
unique_diseases,(한방)상세불명의 등통증 천추 및 천미추부,BM5498,85,303,20210528,20250227
unique_diseases,"(한방)상세불명의 골부착부병증, 어깨부분",BM7791,85,273,20200103,20240829
unique_diseases,(양방)기타 심실중격결손,AQ2108,85,251,20201022,20250313
unique_diseases,"(양방)달리 분류되지 않은 단일관절염, 발목 및 발",AM1317,85,248,20200115,20230927
unique_diseases,(양방)출혈이 있는 만성 또는 상세불명 위미란,AK2540,85,244,20200427,20250531
unique_diseases,(양방)비골의 골절 개방성,AS0221,85,230,20210211,20250131
unique_diseases,(양방)경골측부 윤활낭염[펠레그리니-스티다],AM764,85,230,20200204,20250611
unique_diseases,(양방)엉덩이 및 대퇴 부위의 다발성 근육 및 힘줄의 손상 열상,AS7670,85,216,20201116,20241129
unique_diseases,(양방)달리 분류되지 않은 기타 골부착부병증 골반 부분 및 대퇴,AM7785,85,211,20210504,20250412
unique_diseases,(양방)근육의 상세불명 장애 골반 부분 및 대퇴,AM6295,85,199,20210517,20250523
unique_diseases,(양방)림프절의 양성 신생물,AD360,85,177,20200414,20250311
unique_diseases,"(양방)상세불명의 근염, 여러 부위",AM6090,85,149,20200105,20240709
unique_diseases,(양방)결막건조증을 동반한 비타민A결핍,AE500,85,145,20200907,20250414
unique_diseases,(양방)몸통의 상세불명 부위의 표재성 손상,AT090,85,137,20200826,20241216
unique_diseases,(양방)상세불명의 아메바증,AA069,85,132,20200102,20241118
unique_diseases,(양방)목구멍에서의 출혈,AR041,85,111,20200609,20250321
unique_diseases,(양방)양막의 조기파열후 24시간 이내 진통 시작 만삭(37주 이상),AO4202,85,100,20210423,20241211
unique_diseases,(양방)배양 유무에 관계없이 가래 현미경 검사로 확인된 공동이 있는 폐결핵,AA1500,84,1079,20200319,20250621
unique_diseases,(한방)기타 원형 탈모증,BL638,84,697,20200113,20250228
unique_diseases,(양방)당뇨병성 비증식성 망막병증을 동반한 상세불명의 당뇨병(H36.0*),AE1431,84,520,20210112,20250625
unique_diseases,(양방)열린 두개내상처가 없는 상세불명의 두개내손상,AS0690,84,420,20200121,20250421
unique_diseases,"(양방)상세불명의 만성 폐쇄성 폐질환, 상세불명",AJ4499,84,414,20200128,20241107
unique_diseases,(한방)관절의 강직증 어깨부분,BM2461,84,388,20201120,20250609
unique_diseases,(양방)관절의 구축 여러 부위,AM2450,84,380,20210827,20250516
unique_diseases,(양방)방광의 행동양식 불명 또는 미상의 신생물,AD414,84,339,20200122,20250423
unique_diseases,"(양방)좌골신경통, 천추 및 천미추부",AM5438,84,287,20200110,20240625
unique_diseases,"(양방)이두근 장두의 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",AS4618,84,281,20200107,20240129
unique_diseases,(양방)부신의 행동양식 불명 또는 미상의 신생물,AD441,84,276,20200829,20250412
unique_diseases,(양방)상세불명의 급성 췌장염 중도 중증,AK8591,84,272,20211119,20250626
unique_diseases,"(양방)기타 골다공증, 상세불명 부분",AM8189,84,256,20200328,20240910
unique_diseases,(양방)상세불명의 제1수근중수관절의 관절증,AM189,84,251,20200205,20250426
unique_diseases,(한방)발목 및 발 부위의 상세불명 근육 및 힘줄의 손상 열상,BS9690,84,247,20211222,20250501
unique_diseases,(양방)상세불명의 낭성 신장병,AQ619,84,240,20200902,20250228
unique_diseases,"(양방)상세불명의 척추증, 경흉추부",AM4793,84,231,20200121,20231020
unique_diseases,(약국)근골격계/부종,C526,84,224,20210324,20250521
unique_diseases,(양방)담배흡연의 의존증후군,AF172,84,217,20200429,20250329
unique_diseases,"(양방)달리 분류되지 않은 기타 윤활낭염, 아래다리",AM7156,84,193,20200103,20240720
unique_diseases,(양방)요골 하단의 골절,AS525,84,165,20200113,20250322
unique_diseases,(양방)음식 또는 구토물에 의한 폐렴,AJ690,84,157,20200324,20250612
unique_diseases,(양방)발의 입방뼈의 골절,AS9223,84,130,20200325,20250428
unique_diseases,(양방)상세불명의 연조직장애 상세불명 부분,AM7999,84,125,20210527,20250509
unique_diseases,(양방)모성골반골의 변형으로 인한 불균형에 대한 산모관리,AO330,84,123,20210928,20250418
unique_diseases,"(양방)코의 표재성 손상, 타박상",AS0034,84,120,20200102,20210102
unique_diseases,(양방)손목 및 손의 표재성 손상,AS60,84,119,20200505,20250501
unique_diseases,(양방)볼 및 입술 씹기,AK131,84,97,20200929,20250417
unique_diseases,(양방)유방의 중앙부의 악성 신생물 왼쪽,AC5011,83,1434,20210403,20250618
unique_diseases,(양방)당뇨병성 족부궤양 및 괴저를 동반한 상세불명의 당뇨병,AE1471,83,671,20200523,20250528
unique_diseases,"(양방)척골 주두돌기의 골절, 폐쇄성",AS52020,83,670,20200108,20241219
unique_diseases,(양방)내장동맥의 동맥류 및 박리,AI7280,83,560,20210112,20250401
unique_diseases,(양방)상세불명의 전에 있던 당뇨병,AO243,83,440,20200407,20250317
unique_diseases,(양방)왼쪽 집게손가락의 외상성 경지골 절단(완전)(부분),AS68101,83,434,20200203,20250210
unique_diseases,"(양방)발의 쐐기뼈의 골절, 폐쇄성",AS92240,83,362,20200107,20240704
unique_diseases,(양방)분절 또는 신체의 기능장애 상지,AM9907,83,355,20210819,20250428
unique_diseases,"(양방)족근골의 기타 부분의 골절, 폐쇄성",AS92280,83,343,20200105,20231128
unique_diseases,(양방)상세불명의 류마티스 기타 부분,AM7908,83,335,20210517,20250519
unique_diseases,(양방)전대뇌동맥의 폐쇄 및 협착,AI661,83,311,20200311,20250620
unique_diseases,(양방)습관적 유산자의 임신관리,AO262,83,280,20200330,20250421
unique_diseases,(양방)발목 및 발 부위의 다발성 근육 및 힘줄의 손상 기타 및 상세불명의 손상,AS9678,83,262,20210616,20250516
unique_diseases,(양방)철결핍,AE611,83,250,20200228,20250107
unique_diseases,"(양방)기타 만성 화농성 중이염, 양쪽",AH6631,83,235,20200102,20241223
unique_diseases,"(한방)아래다리 부위의 후근육군의 기타 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",BS8618,83,224,20200428,20241120
unique_diseases,(한방)상세불명의 신경통 및 신경염 손,BM7924,83,217,20210416,20250528
unique_diseases,"(양방)기타 관절의 원발성 관절증, 상세불명 부분",AM1909,83,206,20200130,20241021
unique_diseases,(양방)헌혈자,AZ520,83,206,20200429,20250625
unique_diseases,(양방)달리 분류되지 않은 기타 명시된 관절병증 발목 및 발,AM1287,83,201,20210104,20250619
unique_diseases,"(양방)오래된 찢김 또는 손상으로 인한 반달연골의 장애, 상세불명의 연골 또는 인대",AM2329,83,195,20200110,20231202
unique_diseases,(양방)달리 분류되지 않은 기타 명시된 관절병증 아래다리,AM1286,83,192,20210224,20250623
unique_diseases,(한방)신양허증(腎陽虛證),BU715,83,191,20200521,20250621
unique_diseases,(양방)자궁의 비대,AN852,83,188,20200512,20250512
unique_diseases,(양방)기타 급성 신염증후군,AN008,83,186,20200102,20250109
unique_diseases,"(양방)상세불명의 윤활낭병증, 손",AM7194,83,165,20200120,20231226
unique_diseases,(양방)기타 일광화상,AL558,83,144,20200727,20250616
unique_diseases,(양방)사춘기의 과다월경,AN922,83,135,20200522,20250106
unique_diseases,(양방)손목 및 손의 1도 화상 손목 및 손의 여러 부위,AT2317,83,124,20210428,20250417
unique_diseases,(양방)산모의 출산전 선별검사의 기타 이상소견,AO288,83,116,20200108,20250310
unique_diseases,(양방)코 및 비동의 기타 장애,AJ34,83,103,20210401,20250318
unique_diseases,(양방)구리대사장애,AE830,82,1318,20200101,20250221
unique_diseases,(양방)인공심장판막의 존재,AZ952,82,1105,20200108,20250620
unique_diseases,(양방)외자궁경부의 악성 신생물,AC531,82,1015,20200115,20250624
unique_diseases,(양방)비폐색성 비대성 심근병증,AI4220,82,659,20210603,20250625
unique_diseases,(양방)위의 체부의 악성 신생물 상세불명,AC1629,82,547,20210408,20250523
unique_diseases,(한방)척추성 골부착부병증 경부,BM4602,82,404,20210607,20250228
unique_diseases,"(양방)달리 분류되지 않은 내반변형, 아래다리",AM2116,82,353,20200131,20231121
unique_diseases,(한방)조짐이 있는 편두통[고전적 편두통],BG431,82,333,20200303,20250306
unique_diseases,(양방)신경뿌리병증을 동반한 기타 척추증 천추 및 천미추부,AM4728,82,330,20210202,20250329
unique_diseases,(한방)피부건조증,BL853,82,328,20201124,20250627
unique_diseases,(한방)다리의 기타 골절의 후유증,BT932,82,292,20210105,20250311
unique_diseases,(양방)기타 관절연골장애 골반 부분 및 대퇴,AM2415,82,279,20210629,20250530
unique_diseases,(양방)기타 명시된 윤활낭병증 아래팔,AM7183,82,270,20211204,20250628
unique_diseases,(양방)하악골의 관절돌기의 골절 폐쇄성,AS02620,82,268,20210107,20250113
unique_diseases,(한방)기타 두드러기,BL5088,82,250,20210227,20250309
unique_diseases,"(양방)기타 명시된 관절염, 아래팔",AM1383,82,240,20200102,20240302
unique_diseases,"(양방)아래팔 부위의 기타 및 상세불명 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",AS5688,82,233,20200103,20231218
unique_diseases,(양방)연소백내장 왼쪽,AH26011,82,227,20200925,20250107
unique_diseases,(양방)상세불명의 미하강고환,AQ539,82,224,20200214,20250530
unique_diseases,"(한방)어깨 및 위팔 부위의 기타 근육 및 힘줄의 손상, 기타 및 상세불명의 손상",BS4688,82,205,20200102,20240904
unique_diseases,"(양방)기타 근염, 어깨부분",AM6081,82,170,20200106,20240416
unique_diseases,(양방)담배흡연의 유해한 사용,AF171,82,165,20200214,20250617
unique_diseases,(양방)기타 및 상세불명의 두개골 및 안면골의 골절 폐쇄성,AS02880,82,163,20211012,20250411
unique_diseases,(양방)인플루엔자균에 의한 폐렴,AJ14,82,154,20210929,20250307
unique_diseases,(양방)분만이 없는 조기진통,AO600,82,119,20200118,20250207
unique_diseases,"(양방)임신, 출산 및 산후기에 합병된 소화계통질환",AO996,82,106,20200110,20241211
unique_diseases,(양방)초점성 및 분절성 사구체병변을 동반한 신증후군,AN041,81,1290,20200121,20250620
unique_diseases,(양방)기타 크론병 경도,AK5080,81,1126,20210405,20250707
unique_diseases,(양방)폐색혈전혈관염[버거병],AI731,81,1045,20200121,20250707
unique_diseases,(양방)장의 급성 혈관장애,AK550,81,669,20200206,20250519
unique_diseases,(양방)발목 및 발을 제외한 엉덩이 및 다리의 3도 화상 아래다리,AT2432,81,668,20210403,20250503
unique_diseases,"(양방)갈고리뼈의 골절, 폐쇄성",AS62170,81,475,20200106,20231228
unique_diseases,(양방)손목 및 손 부위의 상세불명 신경손상,AS649,81,374,20200129,20250429
unique_diseases,(양방)척추협착 경흉추부,AM4803,81,312,20210126,20250624
unique_diseases,(양방)척추불안정 요천부,AM5327,81,289,20210120,20250201
unique_diseases,(한방)눈꺼풀 및 눈주위의 타박상,BS001,81,279,20200813,20250310
unique_diseases,(양방)척추협착 흉추부,AM4804,81,279,20210507,20250520
unique_diseases,(한방)화분에 의한 알레르기비염,BJ301,81,265,20200117,20250510
unique_diseases,(양방)치수내의 이상경조직형성,AK043,81,256,20200111,20250426
unique_diseases,(양방)성대 및 후두의 마비 상세불명 쪽,AJ3809,81,235,20210319,20250312
unique_diseases,(한방)무릎의 기타 내부장애 상세불명의 연골 또는 인대,BM2389,81,230,20210206,20250521
unique_diseases,(양방)상세불명의 유두부종,AH471,81,228,20200106,20250513
unique_diseases,(양방)만성 장액성 중이염,AH652,81,214,20200601,20250512
unique_diseases,"(양방)달리 분류되지 않은 기타 윤활낭염, 손",AM7154,81,182,20200307,20231211
unique_diseases,(양방)요도결석,AN211,81,177,20200201,20250428
unique_diseases,"(양방)근막염 NOS, 기타 부분",AM72980,81,173,20200210,20240304
unique_diseases,(양방)달리 분류되지 않은 구강영역의 기타 낭,AK098,81,165,20200108,20250331
unique_diseases,"(양방)자궁체부종양에 대한 산모관리, 임신 34주 이상 ~ 37주 미만",AO3412,81,150,20200104,20231005
unique_diseases,(양방)청소년기 특발성 척주측만증 상세불명의 부위,AM41192,81,149,20210717,20250324
unique_diseases,"(양방)기타 급성 비화농성 중이염, 양쪽",AH65181,81,138,20200114,20240830
unique_diseases,(양방)상세불명의 모반증,AQ859,81,138,20200528,20250503
unique_diseases,(양방)신장의 행동양식 불명 또는 미상의 신생물 왼쪽,AD4101,81,133,20210902,20250328
unique_diseases,(양방)기타 피부염,AL30,81,131,20200217,20250611
unique_diseases,(양방)외이의 상세불명 장애,AH619,81,128,20201119,20250514
unique_diseases,(양방)하악제1대구치의 매복,AK01171,81,114,20200115,20250115
unique_diseases,(양방)머리 및 목의 1도 화상 머리 얼굴 목의 여러 부위,AT2017,81,110,20210329,20250512
unique_diseases,(양방)치아의 파절,AS025,81,99,20200516,20250430
unique_diseases,"(양방)상세불명 상세불명의 혈청검사양성 류마티스관절염, 여러 부위",AM05909,80,1313,20200103,20241205
unique_diseases,(양방)당뇨병성 말초혈관병증을 동반한 괴저를 동반한 2형 당뇨병(I79.2*),AE1151,80,977,20210427,20250716
unique_diseases,"(양방)강직척추염, 요추부",AM456,80,771,20200104,20241113
unique_diseases,(양방)기타 이차성 통풍 상세불명 부분,AM1049,80,539,20210712,20250504
unique_diseases,(양방)파열에 대한 언급이 없는 복부대동맥동맥류,AI714,80,526,20201118,20250513
unique_diseases,(양방)안와의 만성 염증성 장애,AH051,80,479,20200103,20250630
unique_diseases,(양방)상세불명의 뇌전증지속상태,AG419,80,448,20200206,20250417
unique_diseases,(양방)엉덩이 및 대퇴 부위의 좌골신경의 손상,AS740,80,355,20200918,20250523
unique_diseases,(한방)전신부종,BR601,80,284,20200327,20250226
unique_diseases,(양방)음경의 기타 선천기형,AQ556,80,266,20200107,20250315
unique_diseases,(양방)목과 함께 머리를 침범한 열린상처,AT010,80,265,20200603,20250329
unique_diseases,(한방)양명병증(陽明病證),BU53,80,242,20200224,20241209
unique_diseases,(한방)습열증(濕熱證),BU504,80,228,20200717,20250410
unique_diseases,(양방)이두근 기타 부분의 근육 및 힘줄의 손상 열상,AS4620,80,226,20201209,20250613
unique_diseases,(양방)비폐색성 역류-연관 만성 신우신염,AN110,80,221,20200102,20250614
unique_diseases,(양방)아래팔의 기타 부분의 으깸손상,AS578,80,218,20200904,20241218
unique_diseases,"(양방)기타 명시된 관절증, 아래다리",AM1986,80,214,20200108,20241101
unique_diseases,(양방)상세불명의 등병증 척추의 여러 부위,AM5390,80,205,20211014,20250328
unique_diseases,(양방)근육의 기타 명시된 장애 어깨부분,AM6281,80,192,20210529,20250515
unique_diseases,(양방)상세불명의 급성 허혈심장병,AI249,80,186,20200130,20250512
unique_diseases,"(양방)기타 근염, 여러 부위",AM6080,80,178,20200103,20241014
unique_diseases,(양방)위축선(萎縮線),AL906,80,176,20200428,20250310
unique_diseases,(양방)협심증,AI20,80,175,20200205,20250613
unique_diseases,(양방)기타 근염 손,AM6084,80,160,20210802,20250526
unique_diseases,(양방)흉강내로의 열린상처가 없는 외상성 기흉,AS2700,80,159,20210120,20250526
unique_diseases,(양방)자극물접촉피부염,AL24,80,117,20200513,20250219
unique_diseases,(양방)상세불명의 상악대구치의 매복,AK01169,80,108,20200131,20250620
unique_diseases,(양방)태반의 상세불명의 조기분리,AO459,80,95,20200212,20250419
unique_diseases,(양방)난치성 뇌전증을 동반한 복합부분발작을 동반한 국소화-관련 (초점성)(부분적) 증상성 뇌전증 및 뇌전증증후군,AG4021,79,1273,20200102,20250612
unique_diseases,(양방)세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 호흡기결핵,AA1691,79,504,20200331,20250403
unique_diseases,(양방)상완골 관절융기의 상세불명 골절 폐쇄성,AS42450,79,497,20210112,20250609
unique_diseases,(양방)손목 및 손을 제외한 어깨와 팔의 3도 화상,AT223,79,496,20210101,20250531
unique_diseases,(양방)제3뇌[동안]신경마비,AH490,79,404,20200128,20250619
unique_diseases,(한방)미추의 골절 폐쇄성,BS3220,79,400,20210308,20250522
unique_diseases,(양방)자궁의 행동양식 불명 및 미상의 신생물,AD390,79,398,20200106,20250310
unique_diseases,(양방)간헐성 관절수종 아래다리,AM1246,79,369,20210412,20250612
unique_diseases,(양방)무릎의 탈구,AS831,79,367,20210106,20250413
unique_diseases,(한방)분절 또는 신체의 기능장애 경추부위,BM9901,79,313,20210924,20250421
unique_diseases,(양방)알코올유발 급성 췌장염 경증,AK8520,79,282,20210520,20250509
unique_diseases,"(양방)기타 척추증, 척추의 여러 부위",AM4780,79,274,20200113,20241120
unique_diseases,(한방)척골신경의 병변,BG562,79,273,20210416,20250404
unique_diseases,(양방)결절성 힘줄병 상세불명 부분,AM6539,79,268,20210901,20250501
unique_diseases,(양방)발목 및 발을 제외한 엉덩이 및 다리의 상세불명 정도의 화상 대퇴부,AT2400,79,241,20210603,20250719
unique_diseases,"(양방)결절성 힘줄병, 여러 부위",AM6530,79,235,20200104,20241021
unique_diseases,"(양방)기타 특발성 척주측만증, 요추부",AM4126,79,234,20200203,20231212
unique_diseases,(양방)상세불명의 척주전만증 경부,AM4052,79,217,20201123,20250221
unique_diseases,"(양방)기타 명시된 관절증, 어깨부분",AM1981,79,214,20200109,20240823
unique_diseases,(양방)폐렴간균에 의한 폐렴,AJ150,79,189,20210708,20250313
unique_diseases,"(양방)두 개의 늑골을 침범한 다발골절, 폐쇄성",AS22430,79,177,20200106,20230621
unique_diseases,(양방)질의 양성 신생물,AD281,79,160,20200221,20250516
unique_diseases,(한방)소양병증(少陽病證),BU54,79,152,20200622,20250331
unique_diseases,(양방)기타 만성 비화농성 중이염,AH6548,79,150,20200109,20250320
unique_diseases,(양방)상세불명의 등통증 후두환축부,AM5491,79,140,20210614,20250428
unique_diseases,"(양방)근통, 골반 부분 및 대퇴",AM7915,79,114,20200316,20231213
unique_diseases,(양방)비뇨생식계통의 기타 처치후 장애,AN998,79,104,20210206,20250218
unique_diseases,(양방)치아의 회전,AK0732,79,99,20200229,20250227
unique_diseases,(양방)기타 유도분만의 실패,AO618,79,85,20200220,20250105
unique_diseases,(양방)상세불명의 비인두의 악성 신생물,AC119,78,2325,20200117,20250708
unique_diseases,(양방)두개인두관의 행동양식 불명 또는 미상의 신생물,AD444,78,2032,20200107,20250630
unique_diseases,(양방)급성 및 아급성 감염성 심내막염,AI330,78,1068,20200319,20250625
unique_diseases,(양방)조기발병 알츠하이머병에서의 치매(G30.0†),AF000,78,750,20200102,20250609
unique_diseases,(양방)기타 힘줄의 자연파열 어깨부분,AM6641,78,518,20201226,20250327
unique_diseases,(양방)척추전방전위증 상세불명의 부위,AM4319,78,469,20211013,20250621
unique_diseases,(양방)하지를 침범한 말초동맥폐쇄질환,AI7782,78,417,20210107,20250605
unique_diseases,(양방)악성 신생물에 대한 상세불명의 치료후 추적검사,AZ089,78,402,20200207,20250414
unique_diseases,"(양방)상세불명의 척추증, 흉요추부",AM4795,78,333,20200129,20241109
unique_diseases,(한방)눈통증,BH571,78,293,20200302,20250312
unique_diseases,"(양방)상세불명의 골다공증, 기타 부분",AM8198,78,281,20200103,20241108
unique_diseases,(한방)전십자인대의 염좌 및 긴장,BS8350,78,278,20200909,20250526
unique_diseases,(양방)유방의 관내 제자리암종,AD051,78,265,20200218,20250514
unique_diseases,(양방)전립선증식증,AN40,78,260,20200117,20250614
unique_diseases,(양방)고리육아종,AL920,78,248,20201016,20250219
unique_diseases,"(양방)출혈을 동반하지 않은 천공 및 농양이 있는 대장의 게실병, 게실염",AK5722,78,235,20200326,20241130
unique_diseases,"(양방)특발성 통풍, 손",AM1004,78,235,20200108,20241115
unique_diseases,(양방)결절성 힘줄병 아래팔,AM6533,78,230,20200930,20250515
unique_diseases,(양방)기타 형태의 척주측만증 요추부,AM4186,78,208,20210923,20250421
unique_diseases,(한방)심폐기허증(心肺氣虛證),BU788,78,205,20200924,20250513
unique_diseases,(양방)발목의 으깸손상,AS970,78,169,20200108,20250723
unique_diseases,(양방)폐렴연쇄알균에 의한 폐렴,AJ13,78,164,20210228,20250326
unique_diseases,(양방)엉덩이 및 대퇴의 다발성 표재성 손상,AS707,78,160,20200310,20250402
unique_diseases,(양방)상세불명의 척주측만증 경흉추부,AM4193,78,159,20201016,20241223
unique_diseases,(한방)풍열증(風熱證),BU501,78,157,20200706,20250531
unique_diseases,(양방)로타바이러스장염,AA080,78,153,20200322,20250419
unique_diseases,(양방)기타 명시된 관절장애 기타 부분,AM2588,78,149,20220105,20250531
unique_diseases,(양방)위의 이물,AT182,78,117,20200218,20250223
unique_diseases,(양방)근통 위팔,AM7912,78,100,20210820,20250623
unique_diseases,(양방)마르팡증후군,AQ874,77,1082,20200103,20250529
unique_diseases,"(양방)난소의 악성 신생물, 상세불명 쪽",AC569,77,1048,20200109,20241230
unique_diseases,(양방)당뇨병에서의 사구체장애(4단위 .2-에 해당되는 E10-E14†),AN083,77,738,20200116,20250613
unique_diseases,(양방)피부의 행동양식 불명 또는 미상의 신생물,AD485,77,510,20200804,20250407
unique_diseases,(양방)재발성 류마티즘 상세불명 부분,AM1239,77,456,20210709,20250331
unique_diseases,"(양방)손목 세모뼈의 골절, 폐쇄성",AS62120,77,453,20200111,20241213
unique_diseases,"(양방)대퇴골 몸통의 골절, 폐쇄성",AS7230,77,386,20200102,20240520
unique_diseases,(양방)외상성 관절병증 아래다리,AM1256,77,371,20210409,20250201
unique_diseases,(한방)기타 명시된 추체외로 및 운동 장애,BG258,77,369,20200916,20250422
unique_diseases,(한방)급성 질염,BN760,77,363,20200305,20250426
unique_diseases,(양방)일과성 윤활막염 어깨부분,AM6731,77,329,20210422,20250423
unique_diseases,(양방)지속성 기분[정동]장애,AF34,77,326,20200331,20250802
unique_diseases,(양방)경도 기타 명시된 류마티스관절염 상세불명 부분,AM06890,77,313,20210422,20250411
unique_diseases,(양방)기타 명시된 경추의 골절 폐쇄성,AS1220,77,309,20210507,20250327
unique_diseases,"(양방)상세불명의 백내장, 상세불명 쪽",AH2699,77,274,20200129,20240131
unique_diseases,(양방)상세불명의 만성 폐쇄성 폐질환,AJ449,77,263,20201026,20250701
unique_diseases,(양방)심장막의 상세불명의 질환,AI319,77,257,20200205,20250526
unique_diseases,(한방)양성 발작성 현기증,BH811,77,225,20200330,20250327
unique_diseases,(양방)상세불명의 통풍 위팔,AM1092,77,223,20211009,20250122
unique_diseases,"(양방)섬유근통, 기타 부분",AM7978,77,218,20200110,20241205
unique_diseases,(한방)흉추통증 상세불명의 부위,BM5469,77,212,20210920,20250411
unique_diseases,(양방)기타 각막변형,AH1878,77,187,20200630,20250329
unique_diseases,(한방)경추두개증후군 후두환축부,BM5301,77,179,20210208,20250404
unique_diseases,(양방)목부위의 근육 및 힘줄의 손상,AS16,77,163,20200803,20250215
unique_diseases,(양방)달리 분류된 기타 질환에서의 폐렴,AJ178,77,162,20200902,20250512
unique_diseases,(양방)각막을 포함한 공막염,AH1503,77,147,20200129,20250217
unique_diseases,(한방)상세불명의 비만,BE669,77,146,20200603,20250603
unique_diseases,(양방)상세불명 부위의 아데노바이러스감염,AB340,77,145,20220304,20250630
unique_diseases,(양방)기타 중수골의 골절,AS623,77,114,20210302,20250305
unique_diseases,(양방)경도와 중등도 사이의 전자간,AO140,77,112,20200303,20241206
unique_diseases,(양방)임신중 치핵,AO224,77,104,20200220,20241217
unique_diseases,(양방)상세불명의 혀의 악성 신생물,AC029,76,1618,20200130,20250710
unique_diseases,(양방)시신경척수염[데빅병],AG360,76,1580,20200204,20250627
unique_diseases,(양방)위의 제자리암종,AD002,76,529,20201214,20250619
unique_diseases,(한방)상세불명의 우울에피소드,BF329,76,496,20200724,20250526
unique_diseases,"(양방)혈청검사음성 류마티스관절염, 여러 부위",AM0600,76,477,20200104,20231205
unique_diseases,(양방)소장의 크론병,AK500,76,453,20200226,20250611
unique_diseases,(양방)기타 이차성 척주측만증 요추부,AM4156,76,395,20210217,20250217
unique_diseases,(양방)기타 망막동맥폐쇄,AH342,76,362,20200211,20250517
unique_diseases,(양방)무릎의 만성 불안정 후십자인대,AM2354,76,328,20210603,20250408
unique_diseases,(양방)자궁경부부전에 대한 산모관리 상세불명의 임신기간,AO3439,76,281,20210908,20250318
unique_diseases,(양방)척추협착 천추 및 천미추부,AM4808,76,279,20210327,20250421
unique_diseases,(한방)아래팔 부위의 척골신경의 손상,BS540,76,266,20200217,20250605
unique_diseases,"(양방)상세불명의 척주측만증, 상세불명의 부위",AM4199,76,252,20200115,20241129
unique_diseases,(양방)뇌척수액 누출,AG960,76,248,20200914,20250429
unique_diseases,"(양방)기타 척추증, 흉추부",AM4784,76,241,20200225,20241028
unique_diseases,"(양방)만성 점액성 중이염, 양쪽",AH6531,76,219,20200222,20240516
unique_diseases,(양방)기타 감염성 (힘줄)윤활막염 발목 및 발,AM6517,76,215,20211230,20250423
unique_diseases,(양방)기타 골반의 골절 폐쇄성,AS32880,76,208,20210518,20250529
unique_diseases,(한방)인대장애 손,BM2424,76,207,20210622,20250602
unique_diseases,"(양방)아래다리 부위의 상세불명 근육 및 힘줄의 손상, 열상",AS8690,76,195,20200115,20240814
unique_diseases,"(양방)달리 분류되지 않은 단일관절염, 상세불명 부분",AM1319,76,192,20200102,20241204
unique_diseases,(양방)출혈을 동반한 천공 또는 농양이 없는 상세불명 부분의 장의 게실병 게실염,AK5793,76,183,20210527,20250321
unique_diseases,"(양방)근육의 기타 명시된 장애, 여러 부위",AM6280,76,172,20200518,20241020
unique_diseases,(양방)목 및 등을 침범하는 지방층염 상세불명의 부위,AM5409,76,167,20210327,20250429
unique_diseases,(약국)호흡기계/소화불량,C102,76,157,20200921,20250527
unique_diseases,(양방)외측복사의 골절,AS826,76,151,20200819,20250402
unique_diseases,(양방)좌골신경통을 동반한 요통,AM544,76,122,20200122,20250501
unique_diseases,(양방)건강상태개선 이외의 목적으로 이루어진 기타 처치를 위하여 보건서비스와 접하고 있는 사람,AZ418,76,101,20200727,20250304
unique_diseases,(양방)치열궁관계의 상세불명 이상,AK0729,76,87,20200314,20241209
unique_diseases,(양방)상세불명의 산모골반이상으로 인한 난산,AO659,76,77,20200224,20250312
unique_diseases,(양방)기타 다발성 합병증을 동반한 상세불명의 당뇨병,AE1478,75,1111,20200204,20250707
unique_diseases,(양방)상세불명의 피부의 악성 흑색종,AC439,75,887,20200908,20250731
unique_diseases,"(양방)재발성 우울장애, 현존 정신병적 증상이 있는 중증",AF333,75,852,20200106,20240901
unique_diseases,(양방)조현형장애,AF21,75,766,20200116,20250611
unique_diseases,(양방)후교통동맥에서 기원한 거미막하출혈,AI603,75,722,20200108,20250709
unique_diseases,(한방)돌발성 특발성 청력소실 한쪽,BH9120,75,583,20210628,20250529
unique_diseases,(양방)경도 기타 명시된 류마티스관절염 손,AM06840,75,414,20210202,20250210
